#  81 angles,  1 tensor ranks for 0=projectile
@subtitle   "39K(3He,d)40Ca 21 MeV DWBA ZR 7973 keV Jpi=3- l=5 n=1 j=9/2"                   
@legend ON
@legend x1 0.2
@legend y1 0.8
@g0 type LOGY
@yaxis ticklabel format power
@legend string   0 "Lab energy =   21.0000"
#legend string   0 "Partition=  2 Excit=  1 near/far= 1"
#  Theta       sigma       iT11        T20         T21         T22         Kyy for projectile
   0.000      0.3891    
   1.000      0.3883    
   2.000      0.3857    
   3.000      0.3815    
   4.000      0.3760    
   5.000      0.3693    
   6.000      0.3619    
   7.000      0.3540    
   8.000      0.3462    
   9.000      0.3390    
   10.00      0.3327    
   11.00      0.3279    
   12.00      0.3251    
   13.00      0.3246    
   14.00      0.3269    
   15.00      0.3321    
   16.00      0.3404    
   17.00      0.3517    
   18.00      0.3660    
   19.00      0.3830    
   20.00      0.4022    
   21.00      0.4233    
   22.00      0.4457    
   23.00      0.4687    
   24.00      0.4917    
   25.00      0.5140    
   26.00      0.5348    
   27.00      0.5536    
   28.00      0.5695    
   29.00      0.5821    
   30.00      0.5909    
   31.00      0.5953    
   32.00      0.5950    
   33.00      0.5900    
   34.00      0.5803    
   35.00      0.5658    
   36.00      0.5470    
   37.00      0.5242    
   38.00      0.4981    
   39.00      0.4691    
   40.00      0.4382    
   41.00      0.4059    
   42.00      0.3730    
   43.00      0.3402    
   44.00      0.3083    
   45.00      0.2777    
   46.00      0.2490    
   47.00      0.2226    
   48.00      0.1988    
   49.00      0.1778    
   50.00      0.1596    
   51.00      0.1443    
   52.00      0.1318    
   53.00      0.1219    
   54.00      0.1143    
   55.00      0.1089    
   56.00      0.1051    
   57.00      0.1027    
   58.00      0.1014    
   59.00      0.1009    
   60.00      0.1007    
   61.00      0.1007    
   62.00      0.1007    
   63.00      0.1003    
   64.00      0.9966E-01
   65.00      0.9850E-01
   66.00      0.9683E-01
   67.00      0.9464E-01
   68.00      0.9197E-01
   69.00      0.8887E-01
   70.00      0.8541E-01
   71.00      0.8167E-01
   72.00      0.7774E-01
   73.00      0.7372E-01
   74.00      0.6970E-01
   75.00      0.6574E-01
   76.00      0.6192E-01
   77.00      0.5828E-01
   78.00      0.5488E-01
   79.00      0.5173E-01
   80.00      0.4885E-01
 END
