#  81 angles,  1 tensor ranks for 0=projectile
@subtitle   "39K(3He,d)40Ca 21 MeV DWBA ZR 8113 keV Jpi=1- l=3 n=1 j=5/2"                   
@legend ON
@legend x1 0.2
@legend y1 0.8
@g0 type LOGY
@yaxis ticklabel format power
@legend string   0 "Lab energy =   21.0000"
#legend string   0 "Partition=  2 Excit=  1 near/far= 1"
#  Theta       sigma       iT11        T20         T21         T22         Kyy for projectile
   0.000       1.829    
   1.000       1.834    
   2.000       1.848    
   3.000       1.872    
   4.000       1.905    
   5.000       1.945    
   6.000       1.992    
   7.000       2.044    
   8.000       2.100    
   9.000       2.156    
   10.00       2.211    
   11.00       2.262    
   12.00       2.306    
   13.00       2.341    
   14.00       2.364    
   15.00       2.372    
   16.00       2.364    
   17.00       2.339    
   18.00       2.295    
   19.00       2.234    
   20.00       2.154    
   21.00       2.057    
   22.00       1.945    
   23.00       1.818    
   24.00       1.681    
   25.00       1.537    
   26.00       1.389    
   27.00       1.242    
   28.00       1.099    
   29.00      0.9649    
   30.00      0.8413    
   31.00      0.7308    
   32.00      0.6348    
   33.00      0.5536    
   34.00      0.4872    
   35.00      0.4348    
   36.00      0.3951    
   37.00      0.3667    
   38.00      0.3477    
   39.00      0.3363    
   40.00      0.3305    
   41.00      0.3283    
   42.00      0.3278    
   43.00      0.3273    
   44.00      0.3257    
   45.00      0.3217    
   46.00      0.3149    
   47.00      0.3051    
   48.00      0.2922    
   49.00      0.2767    
   50.00      0.2591    
   51.00      0.2400    
   52.00      0.2200    
   53.00      0.1998    
   54.00      0.1798    
   55.00      0.1606    
   56.00      0.1426    
   57.00      0.1260    
   58.00      0.1112    
   59.00      0.9808E-01
   60.00      0.8687E-01
   61.00      0.7747E-01
   62.00      0.6978E-01
   63.00      0.6364E-01
   64.00      0.5882E-01
   65.00      0.5509E-01
   66.00      0.5221E-01
   67.00      0.4996E-01
   68.00      0.4815E-01
   69.00      0.4662E-01
   70.00      0.4526E-01
   71.00      0.4398E-01
   72.00      0.4273E-01
   73.00      0.4149E-01
   74.00      0.4026E-01
   75.00      0.3905E-01
   76.00      0.3787E-01
   77.00      0.3674E-01
   78.00      0.3569E-01
   79.00      0.3472E-01
   80.00      0.3384E-01
 END
