#  81 angles,  1 tensor ranks for 0=projectile
@subtitle   "39K(3He,d)40Ca 21 MeV DWBA ZR 9136 keV Jpi=2- l=1 n=3 j=3/2"                   
@legend ON
@legend x1 0.2
@legend y1 0.8
@g0 type LOGY
@yaxis ticklabel format power
@legend string   0 "Lab energy =   21.0000"
#legend string   0 "Partition=  2 Excit=  1 near/far= 1"
#  Theta       sigma       iT11        T20         T21         T22         Kyy for projectile
   0.000       30.32    
   1.000       30.25    
   2.000       30.06    
   3.000       29.71    
   4.000       29.19    
   5.000       28.49    
   6.000       27.57    
   7.000       26.43    
   8.000       25.07    
   9.000       23.49    
   10.00       21.74    
   11.00       19.85    
   12.00       17.89    
   13.00       15.92    
   14.00       14.01    
   15.00       12.21    
   16.00       10.59    
   17.00       9.174    
   18.00       7.999    
   19.00       7.066    
   20.00       6.368    
   21.00       5.881    
   22.00       5.572    
   23.00       5.398    
   24.00       5.318    
   25.00       5.286    
   26.00       5.265    
   27.00       5.223    
   28.00       5.136    
   29.00       4.991    
   30.00       4.780    
   31.00       4.508    
   32.00       4.184    
   33.00       3.821    
   34.00       3.436    
   35.00       3.046    
   36.00       2.667    
   37.00       2.315    
   38.00       2.001    
   39.00       1.733    
   40.00       1.515    
   41.00       1.348    
   42.00       1.230    
   43.00       1.156    
   44.00       1.120    
   45.00       1.114    
   46.00       1.129    
   47.00       1.158    
   48.00       1.192    
   49.00       1.225    
   50.00       1.251    
   51.00       1.267    
   52.00       1.270    
   53.00       1.259    
   54.00       1.233    
   55.00       1.193    
   56.00       1.141    
   57.00       1.079    
   58.00       1.008    
   59.00      0.9331    
   60.00      0.8550    
   61.00      0.7765    
   62.00      0.6996    
   63.00      0.6261    
   64.00      0.5573    
   65.00      0.4943    
   66.00      0.4377    
   67.00      0.3878    
   68.00      0.3447    
   69.00      0.3081    
   70.00      0.2777    
   71.00      0.2530    
   72.00      0.2335    
   73.00      0.2184    
   74.00      0.2072    
   75.00      0.1991    
   76.00      0.1936    
   77.00      0.1900    
   78.00      0.1880    
   79.00      0.1870    
   80.00      0.1866    
 END
