#  81 angles,  1 tensor ranks for 0=projectile
@subtitle   "39K(3He,d)40Ca 21 MeV DWBA ZR 6025 keV Jpi=2- l=3 n=1 j=7/2"                   
@legend ON
@legend x1 0.2
@legend y1 0.8
@g0 type LOGY
@yaxis ticklabel format power
@legend string   0 "Lab energy =   21.0000"
#legend string   0 "Partition=  2 Excit=  1 near/far= 1"
#  Theta       sigma       iT11        T20         T21         T22         Kyy for projectile
   0.000       1.490    
   1.000       1.492    
   2.000       1.498    
   3.000       1.508    
   4.000       1.523    
   5.000       1.544    
   6.000       1.572    
   7.000       1.607    
   8.000       1.652    
   9.000       1.707    
   10.00       1.772    
   11.00       1.848    
   12.00       1.931    
   13.00       2.021    
   14.00       2.112    
   15.00       2.201    
   16.00       2.281    
   17.00       2.348    
   18.00       2.395    
   19.00       2.417    
   20.00       2.412    
   21.00       2.375    
   22.00       2.307    
   23.00       2.208    
   24.00       2.081    
   25.00       1.931    
   26.00       1.762    
   27.00       1.583    
   28.00       1.399    
   29.00       1.217    
   30.00       1.044    
   31.00      0.8840    
   32.00      0.7422    
   33.00      0.6208    
   34.00      0.5212    
   35.00      0.4433    
   36.00      0.3860    
   37.00      0.3470    
   38.00      0.3237    
   39.00      0.3128    
   40.00      0.3109    
   41.00      0.3146    
   42.00      0.3210    
   43.00      0.3275    
   44.00      0.3320    
   45.00      0.3330    
   46.00      0.3297    
   47.00      0.3218    
   48.00      0.3094    
   49.00      0.2932    
   50.00      0.2740    
   51.00      0.2526    
   52.00      0.2303    
   53.00      0.2078    
   54.00      0.1861    
   55.00      0.1660    
   56.00      0.1478    
   57.00      0.1321    
   58.00      0.1188    
   59.00      0.1080    
   60.00      0.9944E-01
   61.00      0.9292E-01
   62.00      0.8805E-01
   63.00      0.8443E-01
   64.00      0.8167E-01
   65.00      0.7943E-01
   66.00      0.7739E-01
   67.00      0.7532E-01
   68.00      0.7305E-01
   69.00      0.7050E-01
   70.00      0.6766E-01
   71.00      0.6455E-01
   72.00      0.6128E-01
   73.00      0.5796E-01
   74.00      0.5472E-01
   75.00      0.5170E-01
   76.00      0.4902E-01
   77.00      0.4680E-01
   78.00      0.4510E-01
   79.00      0.4397E-01
   80.00      0.4341E-01
 END
