#  81 angles,  1 tensor ranks for 0=projectile
@subtitle   "39K(3He,d)40Ca 21 MeV DWBA ZR 9669 keV Jpi=3- l=3 n=1 j=7/2"                   
@legend ON
@legend x1 0.2
@legend y1 0.8
@g0 type LOGY
@yaxis ticklabel format power
@legend string   0 "Lab energy =   21.0000"
#legend string   0 "Partition=  2 Excit=  1 near/far= 1"
#  Theta       sigma       iT11        T20         T21         T22         Kyy for projectile
   0.000       4.195    
   1.000       4.198    
   2.000       4.206    
   3.000       4.219    
   4.000       4.237    
   5.000       4.259    
   6.000       4.283    
   7.000       4.307    
   8.000       4.328    
   9.000       4.344    
   10.00       4.352    
   11.00       4.349    
   12.00       4.333    
   13.00       4.303    
   14.00       4.257    
   15.00       4.193    
   16.00       4.111    
   17.00       4.009    
   18.00       3.886    
   19.00       3.743    
   20.00       3.582    
   21.00       3.403    
   22.00       3.209    
   23.00       3.004    
   24.00       2.792    
   25.00       2.575    
   26.00       2.359    
   27.00       2.147    
   28.00       1.942    
   29.00       1.748    
   30.00       1.568    
   31.00       1.403    
   32.00       1.257    
   33.00       1.129    
   34.00       1.019    
   35.00      0.9278    
   36.00      0.8534    
   37.00      0.7943    
   38.00      0.7484    
   39.00      0.7133    
   40.00      0.6868    
   41.00      0.6665    
   42.00      0.6503    
   43.00      0.6362    
   44.00      0.6226    
   45.00      0.6081    
   46.00      0.5917    
   47.00      0.5726    
   48.00      0.5505    
   49.00      0.5253    
   50.00      0.4973    
   51.00      0.4670    
   52.00      0.4350    
   53.00      0.4021    
   54.00      0.3690    
   55.00      0.3365    
   56.00      0.3050    
   57.00      0.2753    
   58.00      0.2476    
   59.00      0.2222    
   60.00      0.1995    
   61.00      0.1794    
   62.00      0.1619    
   63.00      0.1469    
   64.00      0.1343    
   65.00      0.1237    
   66.00      0.1150    
   67.00      0.1077    
   68.00      0.1017    
   69.00      0.9654E-01
   70.00      0.9209E-01
   71.00      0.8812E-01
   72.00      0.8448E-01
   73.00      0.8105E-01
   74.00      0.7777E-01
   75.00      0.7460E-01
   76.00      0.7154E-01
   77.00      0.6859E-01
   78.00      0.6579E-01
   79.00      0.6316E-01
   80.00      0.6076E-01
 END
