#  81 angles,  1 tensor ranks for 0=projectile
@subtitle   "39K(3He,d)40Ca 21 MeV DWBA ZR 8665 keV Jpi=1- l=1 n=2 j=1/2"                   
@legend ON
@legend x1 0.2
@legend y1 0.8
@g0 type LOGY
@yaxis ticklabel format power
@legend string   0 "Lab energy =   21.0000"
#legend string   0 "Partition=  2 Excit=  1 near/far= 1"
#  Theta       sigma       iT11        T20         T21         T22         Kyy for projectile
   0.000       14.43    
   1.000       14.39    
   2.000       14.28    
   3.000       14.09    
   4.000       13.81    
   5.000       13.43    
   6.000       12.95    
   7.000       12.36    
   8.000       11.65    
   9.000       10.85    
   10.00       9.957    
   11.00       9.007    
   12.00       8.027    
   13.00       7.052    
   14.00       6.119    
   15.00       5.262    
   16.00       4.507    
   17.00       3.874    
   18.00       3.375    
   19.00       3.008    
   20.00       2.767    
   21.00       2.634    
   22.00       2.590    
   23.00       2.611    
   24.00       2.670    
   25.00       2.745    
   26.00       2.815    
   27.00       2.862    
   28.00       2.874    
   29.00       2.843    
   30.00       2.768    
   31.00       2.650    
   32.00       2.495    
   33.00       2.310    
   34.00       2.105    
   35.00       1.889    
   36.00       1.672    
   37.00       1.460    
   38.00       1.261    
   39.00       1.080    
   40.00      0.9186    
   41.00      0.7797    
   42.00      0.6628    
   43.00      0.5667    
   44.00      0.4895    
   45.00      0.4285    
   46.00      0.3812    
   47.00      0.3448    
   48.00      0.3169    
   49.00      0.2955    
   50.00      0.2789    
   51.00      0.2658    
   52.00      0.2555    
   53.00      0.2475    
   54.00      0.2416    
   55.00      0.2376    
   56.00      0.2356    
   57.00      0.2358    
   58.00      0.2380    
   59.00      0.2423    
   60.00      0.2484    
   61.00      0.2559    
   62.00      0.2644    
   63.00      0.2733    
   64.00      0.2820    
   65.00      0.2898    
   66.00      0.2962    
   67.00      0.3005    
   68.00      0.3024    
   69.00      0.3015    
   70.00      0.2975    
   71.00      0.2904    
   72.00      0.2802    
   73.00      0.2672    
   74.00      0.2516    
   75.00      0.2338    
   76.00      0.2145    
   77.00      0.1941    
   78.00      0.1732    
   79.00      0.1524    
   80.00      0.1322    
 END
