#  81 angles,  1 tensor ranks for 0=projectile
@subtitle   "39K(3He,d)40Ca 21 MeV DWBA ZR 8484 keV Jpi=3- l=3 n=2 j=7/2"                   
@legend ON
@legend x1 0.2
@legend y1 0.8
@g0 type LOGY
@yaxis ticklabel format power
@legend string   0 "Lab energy =   21.0000"
#legend string   0 "Partition=  2 Excit=  1 near/far= 1"
#  Theta       sigma       iT11        T20         T21         T22         Kyy for projectile
   0.000       12.97    
   1.000       12.99    
   2.000       13.06    
   3.000       13.17    
   4.000       13.32    
   5.000       13.50    
   6.000       13.70    
   7.000       13.91    
   8.000       14.12    
   9.000       14.31    
   10.00       14.47    
   11.00       14.59    
   12.00       14.65    
   13.00       14.64    
   14.00       14.57    
   15.00       14.41    
   16.00       14.16    
   17.00       13.82    
   18.00       13.39    
   19.00       12.87    
   20.00       12.27    
   21.00       11.60    
   22.00       10.87    
   23.00       10.09    
   24.00       9.284    
   25.00       8.464    
   26.00       7.648    
   27.00       6.854    
   28.00       6.097    
   29.00       5.391    
   30.00       4.746    
   31.00       4.172    
   32.00       3.673    
   33.00       3.250    
   34.00       2.902    
   35.00       2.624    
   36.00       2.409    
   37.00       2.249    
   38.00       2.133    
   39.00       2.052    
   40.00       1.996    
   41.00       1.955    
   42.00       1.921    
   43.00       1.886    
   44.00       1.846    
   45.00       1.795    
   46.00       1.732    
   47.00       1.655    
   48.00       1.565    
   49.00       1.464    
   50.00       1.354    
   51.00       1.239    
   52.00       1.122    
   53.00       1.005    
   54.00      0.8930    
   55.00      0.7877    
   56.00      0.6915    
   57.00      0.6059    
   58.00      0.5319    
   59.00      0.4697    
   60.00      0.4193    
   61.00      0.3799    
   62.00      0.3504    
   63.00      0.3295    
   64.00      0.3156    
   65.00      0.3070    
   66.00      0.3022    
   67.00      0.2996    
   68.00      0.2979    
   69.00      0.2961    
   70.00      0.2934    
   71.00      0.2892    
   72.00      0.2831    
   73.00      0.2752    
   74.00      0.2654    
   75.00      0.2540    
   76.00      0.2413    
   77.00      0.2278    
   78.00      0.2139    
   79.00      0.2002    
   80.00      0.1871    
 END
