#  81 angles,  1 tensor ranks for 0=projectile
@subtitle   "39K(3He,d)40Ca 21 MeV DWBA ZR 8484 keV Jpi=2- l=3 n=1 j=7/2"                   
@legend ON
@legend x1 0.2
@legend y1 0.8
@g0 type LOGY
@yaxis ticklabel format power
@legend string   0 "Lab energy =   21.0000"
#legend string   0 "Partition=  2 Excit=  1 near/far= 1"
#  Theta       sigma       iT11        T20         T21         T22         Kyy for projectile
   0.000       3.541    
   1.000       3.546    
   2.000       3.559    
   3.000       3.580    
   4.000       3.609    
   5.000       3.645    
   6.000       3.686    
   7.000       3.731    
   8.000       3.777    
   9.000       3.822    
   10.00       3.864    
   11.00       3.898    
   12.00       3.923    
   13.00       3.935    
   14.00       3.932    
   15.00       3.909    
   16.00       3.866    
   17.00       3.800    
   18.00       3.710    
   19.00       3.595    
   20.00       3.456    
   21.00       3.294    
   22.00       3.113    
   23.00       2.914    
   24.00       2.703    
   25.00       2.484    
   26.00       2.261    
   27.00       2.041    
   28.00       1.827    
   29.00       1.624    
   30.00       1.435    
   31.00       1.264    
   32.00       1.113    
   33.00      0.9818    
   34.00      0.8718    
   35.00      0.7819    
   36.00      0.7106    
   37.00      0.6559    
   38.00      0.6153    
   39.00      0.5860    
   40.00      0.5654    
   41.00      0.5507    
   42.00      0.5396    
   43.00      0.5298    
   44.00      0.5196    
   45.00      0.5076    
   46.00      0.4928    
   47.00      0.4749    
   48.00      0.4536    
   49.00      0.4291    
   50.00      0.4020    
   51.00      0.3730    
   52.00      0.3428    
   53.00      0.3122    
   54.00      0.2822    
   55.00      0.2533    
   56.00      0.2261    
   57.00      0.2012    
   58.00      0.1788    
   59.00      0.1591    
   60.00      0.1421    
   61.00      0.1277    
   62.00      0.1159    
   63.00      0.1062    
   64.00      0.9847E-01
   65.00      0.9228E-01
   66.00      0.8732E-01
   67.00      0.8326E-01
   68.00      0.7982E-01
   69.00      0.7676E-01
   70.00      0.7391E-01
   71.00      0.7113E-01
   72.00      0.6835E-01
   73.00      0.6554E-01
   74.00      0.6271E-01
   75.00      0.5988E-01
   76.00      0.5713E-01
   77.00      0.5450E-01
   78.00      0.5208E-01
   79.00      0.4992E-01
   80.00      0.4808E-01
 END
