#  81 angles,  1 tensor ranks for 0=projectile
@subtitle   "39K(3He,d)40Ca 21 MeV DWBA ZR 5614 keV Jpi=4- l=3 n=1 j=5/2"                   
@legend ON
@legend x1 0.2
@legend y1 0.8
@g0 type LOGY
@yaxis ticklabel format power
@legend string   0 "Lab energy =   21.0000"
#legend string   0 "Partition=  2 Excit=  1 near/far= 1"
#  Theta       sigma       iT11        T20         T21         T22         Kyy for projectile
   0.000       1.753    
   1.000       1.760    
   2.000       1.781    
   3.000       1.816    
   4.000       1.867    
   5.000       1.933    
   6.000       2.017    
   7.000       2.119    
   8.000       2.242    
   9.000       2.386    
   10.00       2.550    
   11.00       2.734    
   12.00       2.933    
   13.00       3.142    
   14.00       3.355    
   15.00       3.560    
   16.00       3.748    
   17.00       3.907    
   18.00       4.025    
   19.00       4.094    
   20.00       4.106    
   21.00       4.055    
   22.00       3.942    
   23.00       3.768    
   24.00       3.541    
   25.00       3.269    
   26.00       2.963    
   27.00       2.638    
   28.00       2.305    
   29.00       1.979    
   30.00       1.671    
   31.00       1.391    
   32.00       1.146    
   33.00      0.9409    
   34.00      0.7782    
   35.00      0.6570    
   36.00      0.5745    
   37.00      0.5262    
   38.00      0.5060    
   39.00      0.5074    
   40.00      0.5236    
   41.00      0.5479    
   42.00      0.5746    
   43.00      0.5987    
   44.00      0.6166    
   45.00      0.6256    
   46.00      0.6245    
   47.00      0.6129    
   48.00      0.5914    
   49.00      0.5613    
   50.00      0.5244    
   51.00      0.4827    
   52.00      0.4384    
   53.00      0.3935    
   54.00      0.3497    
   55.00      0.3087    
   56.00      0.2714    
   57.00      0.2386    
   58.00      0.2106    
   59.00      0.1875    
   60.00      0.1689    
   61.00      0.1543    
   62.00      0.1433    
   63.00      0.1350    
   64.00      0.1289    
   65.00      0.1243    
   66.00      0.1207    
   67.00      0.1176    
   68.00      0.1148    
   69.00      0.1120    
   70.00      0.1093    
   71.00      0.1064    
   72.00      0.1037    
   73.00      0.1010    
   74.00      0.9857E-01
   75.00      0.9650E-01
   76.00      0.9487E-01
   77.00      0.9373E-01
   78.00      0.9311E-01
   79.00      0.9298E-01
   80.00      0.9326E-01
 END
