#  81 angles,  1 tensor ranks for 0=projectile
@subtitle   "39K(3He,d)40Ca 21 MeV DWBA ZR 7694 keV Jpi=3- l=1 n=3 j=3/2"                   
@legend ON
@legend x1 0.2
@legend y1 0.8
@g0 type LOGY
@yaxis ticklabel format power
@legend string   0 "Lab energy =   21.0000"
#legend string   0 "Partition=  2 Excit=  1 near/far= 1"
#  Theta       sigma       iT11        T20         T21         T22         Kyy for projectile
   0.000       62.49    
   1.000       62.60    
   2.000       62.89    
   3.000       63.26    
   4.000       63.56    
   5.000       63.61    
   6.000       63.19    
   7.000       62.15    
   8.000       60.36    
   9.000       57.73    
   10.00       54.28    
   11.00       50.10    
   12.00       45.35    
   13.00       40.24    
   14.00       35.02    
   15.00       29.95    
   16.00       25.25    
   17.00       21.11    
   18.00       17.66    
   19.00       14.94    
   20.00       12.95    
   21.00       11.63    
   22.00       10.89    
   23.00       10.58    
   24.00       10.58    
   25.00       10.74    
   26.00       10.93    
   27.00       11.06    
   28.00       11.04    
   29.00       10.83    
   30.00       10.40    
   31.00       9.782    
   32.00       8.993    
   33.00       8.086    
   34.00       7.116    
   35.00       6.136    
   36.00       5.197    
   37.00       4.341    
   38.00       3.597    
   39.00       2.986    
   40.00       2.516    
   41.00       2.186    
   42.00       1.986    
   43.00       1.897    
   44.00       1.898    
   45.00       1.963    
   46.00       2.068    
   47.00       2.188    
   48.00       2.305    
   49.00       2.401    
   50.00       2.468    
   51.00       2.498    
   52.00       2.488    
   53.00       2.439    
   54.00       2.353    
   55.00       2.236    
   56.00       2.094    
   57.00       1.934    
   58.00       1.764    
   59.00       1.590    
   60.00       1.420    
   61.00       1.259    
   62.00       1.110    
   63.00      0.9760    
   64.00      0.8584    
   65.00      0.7575    
   66.00      0.6728    
   67.00      0.6034    
   68.00      0.5478    
   69.00      0.5043    
   70.00      0.4711    
   71.00      0.4461    
   72.00      0.4275    
   73.00      0.4135    
   74.00      0.4024    
   75.00      0.3932    
   76.00      0.3849    
   77.00      0.3769    
   78.00      0.3689    
   79.00      0.3607    
   80.00      0.3524    
 END
