#  81 angles,  1 tensor ranks for 0=projectile
@subtitle   "39K(3He,d)40Ca 21 MeV DWBA ZR 6950 keV Jpi=1- l=3 n=1 j=5/2"                   
@legend ON
@legend x1 0.2
@legend y1 0.8
@g0 type LOGY
@yaxis ticklabel format power
@legend string   0 "Lab energy =   21.0000"
#legend string   0 "Partition=  2 Excit=  1 near/far= 1"
#  Theta       sigma       iT11        T20         T21         T22         Kyy for projectile
   0.000       1.120    
   1.000       1.123    
   2.000       1.135    
   3.000       1.154    
   4.000       1.180    
   5.000       1.213    
   6.000       1.253    
   7.000       1.299    
   8.000       1.352    
   9.000       1.409    
   10.00       1.470    
   11.00       1.533    
   12.00       1.597    
   13.00       1.658    
   14.00       1.714    
   15.00       1.761    
   16.00       1.797    
   17.00       1.818    
   18.00       1.822    
   19.00       1.806    
   20.00       1.770    
   21.00       1.715    
   22.00       1.640    
   23.00       1.548    
   24.00       1.441    
   25.00       1.323    
   26.00       1.198    
   27.00       1.069    
   28.00      0.9408    
   29.00      0.8174    
   30.00      0.7022    
   31.00      0.5981    
   32.00      0.5072    
   33.00      0.4307    
   34.00      0.3692    
   35.00      0.3221    
   36.00      0.2883    
   37.00      0.2663    
   38.00      0.2539    
   39.00      0.2490    
   40.00      0.2493    
   41.00      0.2527    
   42.00      0.2574    
   43.00      0.2617    
   44.00      0.2644    
   45.00      0.2646    
   46.00      0.2616    
   47.00      0.2553    
   48.00      0.2458    
   49.00      0.2332    
   50.00      0.2183    
   51.00      0.2015    
   52.00      0.1837    
   53.00      0.1654    
   54.00      0.1475    
   55.00      0.1304    
   56.00      0.1146    
   57.00      0.1005    
   58.00      0.8811E-01
   59.00      0.7759E-01
   60.00      0.6888E-01
   61.00      0.6185E-01
   62.00      0.5632E-01
   63.00      0.5207E-01
   64.00      0.4886E-01
   65.00      0.4647E-01
   66.00      0.4468E-01
   67.00      0.4332E-01
   68.00      0.4221E-01
   69.00      0.4125E-01
   70.00      0.4033E-01
   71.00      0.3943E-01
   72.00      0.3850E-01
   73.00      0.3755E-01
   74.00      0.3661E-01
   75.00      0.3569E-01
   76.00      0.3482E-01
   77.00      0.3405E-01
   78.00      0.3340E-01
   79.00      0.3287E-01
   80.00      0.3248E-01
 END
