#  81 angles,  1 tensor ranks for 0=projectile
@subtitle   "39K(3He,d)40Ca 21 MeV DWBA ZR 9662 keV Jpi=3- l=3 n=2 j=7/2"                   
@legend ON
@legend x1 0.2
@legend y1 0.8
@g0 type LOGY
@yaxis ticklabel format power
@legend string   0 "Lab energy =   21.0000"
#legend string   0 "Partition=  2 Excit=  1 near/far= 1"
#  Theta       sigma       iT11        T20         T21         T22         Kyy for projectile
   0.000       11.21    
   1.000       11.22    
   2.000       11.25    
   3.000       11.30    
   4.000       11.36    
   5.000       11.44    
   6.000       11.52    
   7.000       11.59    
   8.000       11.66    
   9.000       11.69    
   10.00       11.70    
   11.00       11.67    
   12.00       11.60    
   13.00       11.47    
   14.00       11.30    
   15.00       11.07    
   16.00       10.78    
   17.00       10.44    
   18.00       10.04    
   19.00       9.593    
   20.00       9.100    
   21.00       8.569    
   22.00       8.010    
   23.00       7.433    
   24.00       6.847    
   25.00       6.263    
   26.00       5.692    
   27.00       5.142    
   28.00       4.621    
   29.00       4.138    
   30.00       3.699    
   31.00       3.306    
   32.00       2.963    
   33.00       2.670    
   34.00       2.425    
   35.00       2.226    
   36.00       2.069    
   37.00       1.947    
   38.00       1.855    
   39.00       1.786    
   40.00       1.734    
   41.00       1.694    
   42.00       1.659    
   43.00       1.626    
   44.00       1.589    
   45.00       1.546    
   46.00       1.495    
   47.00       1.435    
   48.00       1.367    
   49.00       1.290    
   50.00       1.206    
   51.00       1.117    
   52.00       1.025    
   53.00      0.9318    
   54.00      0.8402    
   55.00      0.7518    
   56.00      0.6684    
   57.00      0.5915    
   58.00      0.5222    
   59.00      0.4613    
   60.00      0.4089    
   61.00      0.3651    
   62.00      0.3294    
   63.00      0.3011    
   64.00      0.2793    
   65.00      0.2629    
   66.00      0.2511    
   67.00      0.2427    
   68.00      0.2368    
   69.00      0.2326    
   70.00      0.2292    
   71.00      0.2259    
   72.00      0.2223    
   73.00      0.2179    
   74.00      0.2125    
   75.00      0.2060    
   76.00      0.1987    
   77.00      0.1905    
   78.00      0.1819    
   79.00      0.1730    
   80.00      0.1642    
 END
