#  81 angles,  1 tensor ranks for 0=projectile
@subtitle   "39K(3He,d)40Ca 21 MeV DWBA ZR 8188 keV Jpi=5- l=5 n=1 j=9/2"                   
@legend ON
@legend x1 0.2
@legend y1 0.8
@g0 type LOGY
@yaxis ticklabel format power
@legend string   0 "Lab energy =   21.0000"
#legend string   0 "Partition=  2 Excit=  1 near/far= 1"
#  Theta       sigma       iT11        T20         T21         T22         Kyy for projectile
   0.000      0.6611    
   1.000      0.6598    
   2.000      0.6560    
   3.000      0.6498    
   4.000      0.6414    
   5.000      0.6310    
   6.000      0.6192    
   7.000      0.6065    
   8.000      0.5936    
   9.000      0.5814    
   10.00      0.5708    
   11.00      0.5626    
   12.00      0.5577    
   13.00      0.5566    
   14.00      0.5600    
   15.00      0.5681    
   16.00      0.5810    
   17.00      0.5986    
   18.00      0.6208    
   19.00      0.6470    
   20.00      0.6767    
   21.00      0.7091    
   22.00      0.7435    
   23.00      0.7788    
   24.00      0.8140    
   25.00      0.8479    
   26.00      0.8795    
   27.00      0.9076    
   28.00      0.9310    
   29.00      0.9490    
   30.00      0.9605    
   31.00      0.9651    
   32.00      0.9624    
   33.00      0.9521    
   34.00      0.9344    
   35.00      0.9095    
   36.00      0.8781    
   37.00      0.8406    
   38.00      0.7982    
   39.00      0.7516    
   40.00      0.7020    
   41.00      0.6505    
   42.00      0.5982    
   43.00      0.5461    
   44.00      0.4954    
   45.00      0.4467    
   46.00      0.4011    
   47.00      0.3590    
   48.00      0.3210    
   49.00      0.2873    
   50.00      0.2582    
   51.00      0.2335    
   52.00      0.2133    
   53.00      0.1971    
   54.00      0.1847    
   55.00      0.1755    
   56.00      0.1691    
   57.00      0.1650    
   58.00      0.1626    
   59.00      0.1614    
   60.00      0.1609    
   61.00      0.1607    
   62.00      0.1604    
   63.00      0.1597    
   64.00      0.1585    
   65.00      0.1565    
   66.00      0.1537    
   67.00      0.1501    
   68.00      0.1457    
   69.00      0.1407    
   70.00      0.1352    
   71.00      0.1292    
   72.00      0.1230    
   73.00      0.1166    
   74.00      0.1103    
   75.00      0.1040    
   76.00      0.9790E-01
   77.00      0.9209E-01
   78.00      0.8662E-01
   79.00      0.8155E-01
   80.00      0.7690E-01
 END
