#  81 angles,  1 tensor ranks for 0=projectile
@subtitle   "39K(3He,d)40Ca 21 MeV DWBA ZR 9419 keV Jpi=3- l=3 n=2 j=5/2"                   
@legend ON
@legend x1 0.2
@legend y1 0.8
@g0 type LOGY
@yaxis ticklabel format power
@legend string   0 "Lab energy =   21.0000"
#legend string   0 "Partition=  2 Excit=  1 near/far= 1"
#  Theta       sigma       iT11        T20         T21         T22         Kyy for projectile
   0.000       10.63    
   1.000       10.66    
   2.000       10.72    
   3.000       10.83    
   4.000       10.97    
   5.000       11.14    
   6.000       11.33    
   7.000       11.52    
   8.000       11.72    
   9.000       11.90    
   10.00       12.05    
   11.00       12.16    
   12.00       12.22    
   13.00       12.23    
   14.00       12.17    
   15.00       12.03    
   16.00       11.82    
   17.00       11.53    
   18.00       11.16    
   19.00       10.71    
   20.00       10.20    
   21.00       9.620    
   22.00       8.995    
   23.00       8.333    
   24.00       7.650    
   25.00       6.959    
   26.00       6.275    
   27.00       5.611    
   28.00       4.980    
   29.00       4.392    
   30.00       3.857    
   31.00       3.380    
   32.00       2.965    
   33.00       2.614    
   34.00       2.326    
   35.00       2.097    
   36.00       1.922    
   37.00       1.794    
   38.00       1.706    
   39.00       1.650    
   40.00       1.617    
   41.00       1.599    
   42.00       1.589    
   43.00       1.580    
   44.00       1.568    
   45.00       1.549    
   46.00       1.520    
   47.00       1.479    
   48.00       1.426    
   49.00       1.362    
   50.00       1.287    
   51.00       1.204    
   52.00       1.115    
   53.00       1.022    
   54.00      0.9284    
   55.00      0.8367    
   56.00      0.7489    
   57.00      0.6667    
   58.00      0.5915    
   59.00      0.5239    
   60.00      0.4643    
   61.00      0.4128    
   62.00      0.3689    
   63.00      0.3324    
   64.00      0.3024    
   65.00      0.2781    
   66.00      0.2588    
   67.00      0.2433    
   68.00      0.2308    
   69.00      0.2203    
   70.00      0.2110    
   71.00      0.2025    
   72.00      0.1941    
   73.00      0.1859    
   74.00      0.1776    
   75.00      0.1693    
   76.00      0.1612    
   77.00      0.1534    
   78.00      0.1459    
   79.00      0.1389    
   80.00      0.1325    
 END
