#  81 angles,  1 tensor ranks for 0=projectile
@subtitle   "39K(3He,d)40Ca 21 MeV DWBA ZR 6931 keV Jpi=3- l=1 n=3 j=3/2"                   
@legend ON
@legend x1 0.2
@legend y1 0.8
@g0 type LOGY
@yaxis ticklabel format power
@legend string   0 "Lab energy =   21.0000"
#legend string   0 "Partition=  2 Excit=  1 near/far= 1"
#  Theta       sigma       iT11        T20         T21         T22         Kyy for projectile
   0.000       58.45    
   1.000       58.82    
   2.000       59.86    
   3.000       61.40    
   4.000       63.15    
   5.000       64.78    
   6.000       65.93    
   7.000       66.29    
   8.000       65.61    
   9.000       63.74    
   10.00       60.65    
   11.00       56.44    
   12.00       51.30    
   13.00       45.52    
   14.00       39.42    
   15.00       33.35    
   16.00       27.63    
   17.00       22.54    
   18.00       18.26    
   19.00       14.91    
   20.00       12.50    
   21.00       10.98    
   22.00       10.21    
   23.00       10.03    
   24.00       10.24    
   25.00       10.65    
   26.00       11.10    
   27.00       11.44    
   28.00       11.59    
   29.00       11.47    
   30.00       11.09    
   31.00       10.44    
   32.00       9.576    
   33.00       8.554    
   34.00       7.442    
   35.00       6.312    
   36.00       5.227    
   37.00       4.245    
   38.00       3.404    
   39.00       2.731    
   40.00       2.234    
   41.00       1.908    
   42.00       1.736    
   43.00       1.694    
   44.00       1.752    
   45.00       1.879    
   46.00       2.044    
   47.00       2.220    
   48.00       2.385    
   49.00       2.518    
   50.00       2.608    
   51.00       2.648    
   52.00       2.634    
   53.00       2.569    
   54.00       2.459    
   55.00       2.313    
   56.00       2.140    
   57.00       1.950    
   58.00       1.753    
   59.00       1.559    
   60.00       1.373    
   61.00       1.201    
   62.00       1.047    
   63.00      0.9135    
   64.00      0.8005    
   65.00      0.7078    
   66.00      0.6340    
   67.00      0.5769    
   68.00      0.5341    
   69.00      0.5028    
   70.00      0.4802    
   71.00      0.4639    
   72.00      0.4516    
   73.00      0.4416    
   74.00      0.4325    
   75.00      0.4233    
   76.00      0.4134    
   77.00      0.4027    
   78.00      0.3910    
   79.00      0.3786    
   80.00      0.3655    
 END
