#  81 angles,  1 tensor ranks for 0=projectile
@subtitle   "39K(3He,d)40Ca 21 MeV DWBA ZR 9669 keV Jpi=3- l=3 n=1 j=5/2"                   
@legend ON
@legend x1 0.2
@legend y1 0.8
@g0 type LOGY
@yaxis ticklabel format power
@legend string   0 "Lab energy =   21.0000"
#legend string   0 "Partition=  2 Excit=  1 near/far= 1"
#  Theta       sigma       iT11        T20         T21         T22         Kyy for projectile
   0.000       3.869    
   1.000       3.875    
   2.000       3.894    
   3.000       3.924    
   4.000       3.964    
   5.000       4.012    
   6.000       4.065    
   7.000       4.120    
   8.000       4.175    
   9.000       4.225    
   10.00       4.268    
   11.00       4.299    
   12.00       4.316    
   13.00       4.315    
   14.00       4.293    
   15.00       4.249    
   16.00       4.181    
   17.00       4.088    
   18.00       3.970    
   19.00       3.828    
   20.00       3.662    
   21.00       3.476    
   22.00       3.272    
   23.00       3.055    
   24.00       2.828    
   25.00       2.597    
   26.00       2.365    
   27.00       2.139    
   28.00       1.921    
   29.00       1.717    
   30.00       1.528    
   31.00       1.358    
   32.00       1.208    
   33.00       1.079    
   34.00      0.9700    
   35.00      0.8815    
   36.00      0.8117    
   37.00      0.7585    
   38.00      0.7196    
   39.00      0.6923    
   40.00      0.6738    
   41.00      0.6615    
   42.00      0.6529    
   43.00      0.6457    
   44.00      0.6382    
   45.00      0.6287    
   46.00      0.6163    
   47.00      0.6002    
   48.00      0.5802    
   49.00      0.5562    
   50.00      0.5286    
   51.00      0.4979    
   52.00      0.4649    
   53.00      0.4304    
   54.00      0.3954    
   55.00      0.3605    
   56.00      0.3267    
   57.00      0.2946    
   58.00      0.2646    
   59.00      0.2372    
   60.00      0.2125    
   61.00      0.1908    
   62.00      0.1720    
   63.00      0.1560    
   64.00      0.1425    
   65.00      0.1314    
   66.00      0.1222    
   67.00      0.1148    
   68.00      0.1088    
   69.00      0.1039    
   70.00      0.9975E-01
   71.00      0.9623E-01
   72.00      0.9310E-01
   73.00      0.9021E-01
   74.00      0.8745E-01
   75.00      0.8474E-01
   76.00      0.8204E-01
   77.00      0.7935E-01
   78.00      0.7668E-01
   79.00      0.7405E-01
   80.00      0.7150E-01
 END
