#  81 angles,  1 tensor ranks for 0=projectile
@subtitle   "39K(3He,d)40Ca 21 MeV DWBA ZR 9662 keV Jpi=3- l=3 n=2 j=5/2"                   
@legend ON
@legend x1 0.2
@legend y1 0.8
@g0 type LOGY
@yaxis ticklabel format power
@legend string   0 "Lab energy =   21.0000"
#legend string   0 "Partition=  2 Excit=  1 near/far= 1"
#  Theta       sigma       iT11        T20         T21         T22         Kyy for projectile
   0.000       10.06    
   1.000       10.08    
   2.000       10.14    
   3.000       10.23    
   4.000       10.35    
   5.000       10.49    
   6.000       10.65    
   7.000       10.82    
   8.000       10.98    
   9.000       11.13    
   10.00       11.26    
   11.00       11.34    
   12.00       11.38    
   13.00       11.37    
   14.00       11.29    
   15.00       11.14    
   16.00       10.93    
   17.00       10.65    
   18.00       10.29    
   19.00       9.875    
   20.00       9.397    
   21.00       8.865    
   22.00       8.291    
   23.00       7.685    
   24.00       7.061    
   25.00       6.430    
   26.00       5.806    
   27.00       5.201    
   28.00       4.627    
   29.00       4.092    
   30.00       3.604    
   31.00       3.168    
   32.00       2.789    
   33.00       2.467    
   34.00       2.201    
   35.00       1.989    
   36.00       1.827    
   37.00       1.707    
   38.00       1.624    
   39.00       1.570    
   40.00       1.537    
   41.00       1.518    
   42.00       1.508    
   43.00       1.499    
   44.00       1.488    
   45.00       1.470    
   46.00       1.444    
   47.00       1.407    
   48.00       1.359    
   49.00       1.301    
   50.00       1.233    
   51.00       1.157    
   52.00       1.074    
   53.00      0.9886    
   54.00      0.9014    
   55.00      0.8153    
   56.00      0.7321    
   57.00      0.6536    
   58.00      0.5811    
   59.00      0.5155    
   60.00      0.4572    
   61.00      0.4064    
   62.00      0.3629    
   63.00      0.3262    
   64.00      0.2957    
   65.00      0.2708    
   66.00      0.2505    
   67.00      0.2341    
   68.00      0.2208    
   69.00      0.2096    
   70.00      0.2001    
   71.00      0.1915    
   72.00      0.1834    
   73.00      0.1756    
   74.00      0.1679    
   75.00      0.1603    
   76.00      0.1528    
   77.00      0.1455    
   78.00      0.1385    
   79.00      0.1321    
   80.00      0.1262    
 END
