#  81 angles,  1 tensor ranks for 0=projectile
@subtitle   "39K(3He,d)40Ca 21 MeV DWBA ZR 8359 keV Jpi=0- l=1 n=3 j=3/2"                   
@legend ON
@legend x1 0.2
@legend y1 0.8
@g0 type LOGY
@yaxis ticklabel format power
@legend string   0 "Lab energy =   21.0000"
#legend string   0 "Partition=  2 Excit=  1 near/far= 1"
#  Theta       sigma       iT11        T20         T21         T22         Kyy for projectile
   0.000       8.501    
   1.000       8.497    
   2.000       8.483    
   3.000       8.447    
   4.000       8.377    
   5.000       8.255    
   6.000       8.067    
   7.000       7.803    
   8.000       7.457    
   9.000       7.032    
   10.00       6.536    
   11.00       5.983    
   12.00       5.393    
   13.00       4.787    
   14.00       4.189    
   15.00       3.619    
   16.00       3.099    
   17.00       2.644    
   18.00       2.265    
   19.00       1.966    
   20.00       1.745    
   21.00       1.597    
   22.00       1.507    
   23.00       1.464    
   24.00       1.450    
   25.00       1.451    
   26.00       1.454    
   27.00       1.448    
   28.00       1.427    
   29.00       1.387    
   30.00       1.326    
   31.00       1.245    
   32.00       1.148    
   33.00       1.039    
   34.00      0.9238    
   35.00      0.8077    
   36.00      0.6963    
   37.00      0.5940    
   38.00      0.5044    
   39.00      0.4296    
   40.00      0.3704    
   41.00      0.3269    
   42.00      0.2978    
   43.00      0.2815    
   44.00      0.2758    
   45.00      0.2781    
   46.00      0.2858    
   47.00      0.2963    
   48.00      0.3073    
   49.00      0.3169    
   50.00      0.3237    
   51.00      0.3267    
   52.00      0.3254    
   53.00      0.3198    
   54.00      0.3100    
   55.00      0.2966    
   56.00      0.2801    
   57.00      0.2613    
   58.00      0.2410    
   59.00      0.2199    
   60.00      0.1987    
   61.00      0.1781    
   62.00      0.1587    
   63.00      0.1407    
   64.00      0.1244    
   65.00      0.1100    
   66.00      0.9751E-01
   67.00      0.8683E-01
   68.00      0.7791E-01
   69.00      0.7061E-01
   70.00      0.6479E-01
   71.00      0.6026E-01
   72.00      0.5680E-01
   73.00      0.5421E-01
   74.00      0.5227E-01
   75.00      0.5080E-01
   76.00      0.4965E-01
   77.00      0.4871E-01
   78.00      0.4792E-01
   79.00      0.4722E-01
   80.00      0.4658E-01
 END
