#  81 angles,  1 tensor ranks for 0=projectile
@subtitle   "39K(3He,d)40Ca 21 MeV DWBA ZR 7694 keV Jpi=3- l=3 n=2 j=5/2"                   
@legend ON
@legend x1 0.2
@legend y1 0.8
@g0 type LOGY
@yaxis ticklabel format power
@legend string   0 "Lab energy =   21.0000"
#legend string   0 "Partition=  2 Excit=  1 near/far= 1"
#  Theta       sigma       iT11        T20         T21         T22         Kyy for projectile
   0.000       9.422    
   1.000       9.458    
   2.000       9.565    
   3.000       9.739    
   4.000       9.974    
   5.000       10.26    
   6.000       10.60    
   7.000       10.96    
   8.000       11.36    
   9.000       11.76    
   10.00       12.15    
   11.00       12.53    
   12.00       12.86    
   13.00       13.14    
   14.00       13.35    
   15.00       13.46    
   16.00       13.47    
   17.00       13.36    
   18.00       13.12    
   19.00       12.76    
   20.00       12.29    
   21.00       11.70    
   22.00       11.01    
   23.00       10.25    
   24.00       9.419    
   25.00       8.552    
   26.00       7.668    
   27.00       6.790    
   28.00       5.939    
   29.00       5.137    
   30.00       4.401    
   31.00       3.747    
   32.00       3.184    
   33.00       2.716    
   34.00       2.343    
   35.00       2.060    
   36.00       1.858    
   37.00       1.726    
   38.00       1.650    
   39.00       1.617    
   40.00       1.613    
   41.00       1.626    
   42.00       1.646    
   43.00       1.663    
   44.00       1.670    
   45.00       1.663    
   46.00       1.638    
   47.00       1.594    
   48.00       1.530    
   49.00       1.449    
   50.00       1.354    
   51.00       1.248    
   52.00       1.136    
   53.00       1.022    
   54.00      0.9103    
   55.00      0.8045    
   56.00      0.7072    
   57.00      0.6206    
   58.00      0.5455    
   59.00      0.4824    
   60.00      0.4308    
   61.00      0.3897    
   62.00      0.3580    
   63.00      0.3341    
   64.00      0.3163    
   65.00      0.3032    
   66.00      0.2933    
   67.00      0.2853    
   68.00      0.2780    
   69.00      0.2707    
   70.00      0.2627    
   71.00      0.2536    
   72.00      0.2435    
   73.00      0.2323    
   74.00      0.2203    
   75.00      0.2078    
   76.00      0.1953    
   77.00      0.1832    
   78.00      0.1718    
   79.00      0.1616    
   80.00      0.1528    
 END
