#  81 angles,  1 tensor ranks for 0=projectile
@subtitle   "39K(3He,d)40Ca 21 MeV DWBA ZR 8484 keV Jpi=3- l=3 n=2 j=5/2"                   
@legend ON
@legend x1 0.2
@legend y1 0.8
@g0 type LOGY
@yaxis ticklabel format power
@legend string   0 "Lab energy =   21.0000"
#legend string   0 "Partition=  2 Excit=  1 near/far= 1"
#  Theta       sigma       iT11        T20         T21         T22         Kyy for projectile
   0.000       11.52    
   1.000       11.56    
   2.000       11.66    
   3.000       11.82    
   4.000       12.04    
   5.000       12.30    
   6.000       12.60    
   7.000       12.93    
   8.000       13.27    
   9.000       13.60    
   10.00       13.90    
   11.00       14.16    
   12.00       14.36    
   13.00       14.49    
   14.00       14.53    
   15.00       14.47    
   16.00       14.30    
   17.00       14.03    
   18.00       13.65    
   19.00       13.17    
   20.00       12.59    
   21.00       11.92    
   22.00       11.18    
   23.00       10.36    
   24.00       9.505    
   25.00       8.620    
   26.00       7.730    
   27.00       6.859    
   28.00       6.027    
   29.00       5.253    
   30.00       4.551    
   31.00       3.932    
   32.00       3.399    
   33.00       2.955    
   34.00       2.595    
   35.00       2.314    
   36.00       2.105    
   37.00       1.958    
   38.00       1.862    
   39.00       1.808    
   40.00       1.784    
   41.00       1.778    
   42.00       1.781    
   43.00       1.784    
   44.00       1.778    
   45.00       1.759    
   46.00       1.724    
   47.00       1.670    
   48.00       1.599    
   49.00       1.513    
   50.00       1.415    
   51.00       1.309    
   52.00       1.198    
   53.00       1.086    
   54.00      0.9758    
   55.00      0.8703    
   56.00      0.7714    
   57.00      0.6810    
   58.00      0.6001    
   59.00      0.5295    
   60.00      0.4693    
   61.00      0.4194    
   62.00      0.3790    
   63.00      0.3470    
   64.00      0.3222    
   65.00      0.3032    
   66.00      0.2884    
   67.00      0.2767    
   68.00      0.2668    
   69.00      0.2578    
   70.00      0.2490    
   71.00      0.2400    
   72.00      0.2305    
   73.00      0.2205    
   74.00      0.2100    
   75.00      0.1993    
   76.00      0.1886    
   77.00      0.1782    
   78.00      0.1683    
   79.00      0.1593    
   80.00      0.1513    
 END
