#  81 angles,  1 tensor ranks for 0=projectile
@subtitle   "39K(3He,d)40Ca 21 MeV DWBA ZR 9419 keV Jpi=3- l=1 n=3 j=3/2"                   
@legend ON
@legend x1 0.2
@legend y1 0.8
@g0 type LOGY
@yaxis ticklabel format power
@legend string   0 "Lab energy =   21.0000"
#legend string   0 "Partition=  2 Excit=  1 near/far= 1"
#  Theta       sigma       iT11        T20         T21         T22         Kyy for projectile
   0.000       37.56    
   1.000       37.46    
   2.000       37.15    
   3.000       36.63    
   4.000       35.89    
   5.000       34.90    
   6.000       33.66    
   7.000       32.16    
   8.000       30.41    
   9.000       28.43    
   10.00       26.25    
   11.00       23.95    
   12.00       21.57    
   13.00       19.21    
   14.00       16.92    
   15.00       14.80    
   16.00       12.88    
   17.00       11.23    
   18.00       9.855    
   19.00       8.765    
   20.00       7.948    
   21.00       7.374    
   22.00       7.004    
   23.00       6.790    
   24.00       6.681    
   25.00       6.630    
   26.00       6.590    
   27.00       6.525    
   28.00       6.408    
   29.00       6.222    
   30.00       5.961    
   31.00       5.628    
   32.00       5.233    
   33.00       4.792    
   34.00       4.325    
   35.00       3.852    
   36.00       3.392    
   37.00       2.963    
   38.00       2.578    
   39.00       2.247    
   40.00       1.975    
   41.00       1.765    
   42.00       1.614    
   43.00       1.517    
   44.00       1.466    
   45.00       1.452    
   46.00       1.465    
   47.00       1.496    
   48.00       1.535    
   49.00       1.574    
   50.00       1.606    
   51.00       1.627    
   52.00       1.632    
   53.00       1.621    
   54.00       1.591    
   55.00       1.545    
   56.00       1.482    
   57.00       1.407    
   58.00       1.321    
   59.00       1.228    
   60.00       1.130    
   61.00       1.031    
   62.00      0.9330    
   63.00      0.8382    
   64.00      0.7486    
   65.00      0.6655    
   66.00      0.5899    
   67.00      0.5225    
   68.00      0.4635    
   69.00      0.4129    
   70.00      0.3704    
   71.00      0.3354    
   72.00      0.3074    
   73.00      0.2856    
   74.00      0.2692    
   75.00      0.2573    
   76.00      0.2493    
   77.00      0.2442    
   78.00      0.2416    
   79.00      0.2407    
   80.00      0.2410    
 END
