#  81 angles,  1 tensor ranks for 0=projectile
@subtitle   "39K(3He,d)40Ca 21 MeV DWBA ZR 5903 keV Jpi=1- l=1 n=3 j=1/2"                   
@legend ON
@legend x1 0.2
@legend y1 0.8
@g0 type LOGY
@yaxis ticklabel format power
@legend string   0 "Lab energy =   21.0000"
#legend string   0 "Partition=  2 Excit=  1 near/far= 1"
#  Theta       sigma       iT11        T20         T21         T22         Kyy for projectile
   0.000       23.37    
   1.000       23.64    
   2.000       24.40    
   3.000       25.55    
   4.000       26.90    
   5.000       28.25    
   6.000       29.38    
   7.000       30.08    
   8.000       30.18    
   9.000       29.59    
   10.00       28.27    
   11.00       26.26    
   12.00       23.70    
   13.00       20.73    
   14.00       17.57    
   15.00       14.42    
   16.00       11.46    
   17.00       8.860    
   18.00       6.717    
   19.00       5.092    
   20.00       3.989    
   21.00       3.369    
   22.00       3.159    
   23.00       3.261    
   24.00       3.570    
   25.00       3.980    
   26.00       4.399    
   27.00       4.749    
   28.00       4.976    
   29.00       5.049    
   30.00       4.959    
   31.00       4.718    
   32.00       4.350    
   33.00       3.891    
   34.00       3.381    
   35.00       2.857    
   36.00       2.355    
   37.00       1.901    
   38.00       1.514    
   39.00       1.206    
   40.00      0.9768    
   41.00      0.8238    
   42.00      0.7376    
   43.00      0.7057    
   44.00      0.7137    
   45.00      0.7472    
   46.00      0.7926    
   47.00      0.8383    
   48.00      0.8752    
   49.00      0.8970    
   50.00      0.9005    
   51.00      0.8850    
   52.00      0.8521    
   53.00      0.8052    
   54.00      0.7484    
   55.00      0.6863    
   56.00      0.6236    
   57.00      0.5639    
   58.00      0.5104    
   59.00      0.4651    
   60.00      0.4290    
   61.00      0.4024    
   62.00      0.3844    
   63.00      0.3738    
   64.00      0.3689    
   65.00      0.3676    
   66.00      0.3681    
   67.00      0.3682    
   68.00      0.3665    
   69.00      0.3616    
   70.00      0.3526    
   71.00      0.3391    
   72.00      0.3213    
   73.00      0.2993    
   74.00      0.2741    
   75.00      0.2464    
   76.00      0.2175    
   77.00      0.1883    
   78.00      0.1601    
   79.00      0.1337    
   80.00      0.1101    
 END
