#  81 angles,  1 tensor ranks for 0=projectile
@subtitle   "39K(3He,d)40Ca 21 MeV DWBA ZR 8748 keV Jpi=1- l=1 n=3 j=1/2"                   
@legend ON
@legend x1 0.2
@legend y1 0.8
@g0 type LOGY
@yaxis ticklabel format power
@legend string   0 "Lab energy =   21.0000"
#legend string   0 "Partition=  2 Excit=  1 near/far= 1"
#  Theta       sigma       iT11        T20         T21         T22         Kyy for projectile
   0.000       25.07    
   1.000       25.01    
   2.000       24.81    
   3.000       24.48    
   4.000       23.98    
   5.000       23.31    
   6.000       22.44    
   7.000       21.38    
   8.000       20.12    
   9.000       18.68    
   10.00       17.11    
   11.00       15.43    
   12.00       13.70    
   13.00       11.99    
   14.00       10.33    
   15.00       8.795    
   16.00       7.418    
   17.00       6.237    
   18.00       5.270    
   19.00       4.524    
   20.00       3.989    
   21.00       3.643    
   22.00       3.456    
   23.00       3.388    
   24.00       3.401    
   25.00       3.455    
   26.00       3.518    
   27.00       3.563    
   28.00       3.569    
   29.00       3.525    
   30.00       3.428    
   31.00       3.278    
   32.00       3.083    
   33.00       2.852    
   34.00       2.598    
   35.00       2.334    
   36.00       2.072    
   37.00       1.823    
   38.00       1.595    
   39.00       1.395    
   40.00       1.226    
   41.00       1.088    
   42.00      0.9797    
   43.00      0.8985    
   44.00      0.8399    
   45.00      0.7990    
   46.00      0.7708    
   47.00      0.7509    
   48.00      0.7352    
   49.00      0.7205    
   50.00      0.7044    
   51.00      0.6854    
   52.00      0.6626    
   53.00      0.6359    
   54.00      0.6059    
   55.00      0.5734    
   56.00      0.5397    
   57.00      0.5060    
   58.00      0.4734    
   59.00      0.4431    
   60.00      0.4156    
   61.00      0.3915    
   62.00      0.3709    
   63.00      0.3536    
   64.00      0.3392    
   65.00      0.3273    
   66.00      0.3172    
   67.00      0.3082    
   68.00      0.2998    
   69.00      0.2912    
   70.00      0.2820    
   71.00      0.2717    
   72.00      0.2600    
   73.00      0.2468    
   74.00      0.2320    
   75.00      0.2159    
   76.00      0.1988    
   77.00      0.1809    
   78.00      0.1627    
   79.00      0.1447    
   80.00      0.1273    
 END
