#  81 angles,  1 tensor ranks for 0=projectile
@subtitle   "39K(3He,d)40Ca 21 MeV DWBA ZR 8748 keV Jpi=1- l=1 n=2 j=3/2"                   
@legend ON
@legend x1 0.2
@legend y1 0.8
@g0 type LOGY
@yaxis ticklabel format power
@legend string   0 "Lab energy =   21.0000"
#legend string   0 "Partition=  2 Excit=  1 near/far= 1"
#  Theta       sigma       iT11        T20         T21         T22         Kyy for projectile
   0.000       12.43    
   1.000       12.41    
   2.000       12.36    
   3.000       12.27    
   4.000       12.12    
   5.000       11.89    
   6.000       11.58    
   7.000       11.17    
   8.000       10.66    
   9.000       10.05    
   10.00       9.365    
   11.00       8.608    
   12.00       7.810    
   13.00       6.999    
   14.00       6.204    
   15.00       5.454    
   16.00       4.773    
   17.00       4.182    
   18.00       3.693    
   19.00       3.311    
   20.00       3.033    
   21.00       2.848    
   22.00       2.740    
   23.00       2.690    
   24.00       2.677    
   25.00       2.681    
   26.00       2.683    
   27.00       2.670    
   28.00       2.632    
   29.00       2.562    
   30.00       2.460    
   31.00       2.327    
   32.00       2.168    
   33.00       1.989    
   34.00       1.798    
   35.00       1.603    
   36.00       1.412    
   37.00       1.231    
   38.00       1.066    
   39.00      0.9207    
   40.00      0.7966    
   41.00      0.6947    
   42.00      0.6140    
   43.00      0.5527    
   44.00      0.5082    
   45.00      0.4772    
   46.00      0.4566    
   47.00      0.4434    
   48.00      0.4348    
   49.00      0.4284    
   50.00      0.4224    
   51.00      0.4154    
   52.00      0.4066    
   53.00      0.3956    
   54.00      0.3823    
   55.00      0.3672    
   56.00      0.3507    
   57.00      0.3335    
   58.00      0.3164    
   59.00      0.2998    
   60.00      0.2844    
   61.00      0.2705    
   62.00      0.2583    
   63.00      0.2479    
   64.00      0.2393    
   65.00      0.2323    
   66.00      0.2266    
   67.00      0.2220    
   68.00      0.2180    
   69.00      0.2144    
   70.00      0.2109    
   71.00      0.2071    
   72.00      0.2027    
   73.00      0.1976    
   74.00      0.1917    
   75.00      0.1848    
   76.00      0.1771    
   77.00      0.1686    
   78.00      0.1594    
   79.00      0.1498    
   80.00      0.1399    
 END
