#  81 angles,  1 tensor ranks for 0=projectile
@subtitle   "39K(3He,d)40Ca 21 MeV DWBA ZR 8113 keV Jpi=1- l=1 n=2 j=1/2"                   
@legend ON
@legend x1 0.2
@legend y1 0.8
@g0 type LOGY
@yaxis ticklabel format power
@legend string   0 "Lab energy =   21.0000"
#legend string   0 "Partition=  2 Excit=  1 near/far= 1"
#  Theta       sigma       iT11        T20         T21         T22         Kyy for projectile
   0.000       17.33    
   1.000       17.31    
   2.000       17.25    
   3.000       17.12    
   4.000       16.90    
   5.000       16.58    
   6.000       16.11    
   7.000       15.49    
   8.000       14.71    
   9.000       13.78    
   10.00       12.70    
   11.00       11.52    
   12.00       10.27    
   13.00       9.008    
   14.00       7.777    
   15.00       6.629    
   16.00       5.604    
   17.00       4.735    
   18.00       4.040    
   19.00       3.525    
   20.00       3.181    
   21.00       2.989    
   22.00       2.919    
   23.00       2.940    
   24.00       3.017    
   25.00       3.117    
   26.00       3.212    
   27.00       3.278    
   28.00       3.300    
   29.00       3.269    
   30.00       3.180    
   31.00       3.038    
   32.00       2.849    
   33.00       2.625    
   34.00       2.376    
   35.00       2.116    
   36.00       1.857    
   37.00       1.607    
   38.00       1.376    
   39.00       1.168    
   40.00      0.9878    
   41.00      0.8353    
   42.00      0.7101    
   43.00      0.6100    
   44.00      0.5320    
   45.00      0.4722    
   46.00      0.4271    
   47.00      0.3930    
   48.00      0.3668    
   49.00      0.3461    
   50.00      0.3290    
   51.00      0.3142    
   52.00      0.3011    
   53.00      0.2896    
   54.00      0.2797    
   55.00      0.2717    
   56.00      0.2660    
   57.00      0.2629    
   58.00      0.2626    
   59.00      0.2652    
   60.00      0.2705    
   61.00      0.2781    
   62.00      0.2873    
   63.00      0.2975    
   64.00      0.3078    
   65.00      0.3174    
   66.00      0.3254    
   67.00      0.3312    
   68.00      0.3340    
   69.00      0.3335    
   70.00      0.3294    
   71.00      0.3214    
   72.00      0.3098    
   73.00      0.2948    
   74.00      0.2768    
   75.00      0.2565    
   76.00      0.2343    
   77.00      0.2110    
   78.00      0.1873    
   79.00      0.1638    
   80.00      0.1412    
 END
