#  81 angles,  1 tensor ranks for 0=projectile
@subtitle   "39K(3He,d)40Ca 21 MeV DWBA ZR 7113 keV Jpi=1- l=1 n=2 j=3/2"                   
@legend ON
@legend x1 0.2
@legend y1 0.8
@g0 type LOGY
@yaxis ticklabel format power
@legend string   0 "Lab energy =   21.0000"
#legend string   0 "Partition=  2 Excit=  1 near/far= 1"
#  Theta       sigma       iT11        T20         T21         T22         Kyy for projectile
   0.000       14.50    
   1.000       14.58    
   2.000       14.79    
   3.000       15.11    
   4.000       15.46    
   5.000       15.78    
   6.000       15.99    
   7.000       16.03    
   8.000       15.83    
   9.000       15.36    
   10.00       14.62    
   11.00       13.62    
   12.00       12.41    
   13.00       11.06    
   14.00       9.639    
   15.00       8.226    
   16.00       6.896    
   17.00       5.711    
   18.00       4.713    
   19.00       3.927    
   20.00       3.357    
   21.00       2.987    
   22.00       2.790    
   23.00       2.728    
   24.00       2.759    
   25.00       2.840    
   26.00       2.935    
   27.00       3.009    
   28.00       3.041    
   29.00       3.016    
   30.00       2.928    
   31.00       2.780    
   32.00       2.582    
   33.00       2.345    
   34.00       2.086    
   35.00       1.820    
   36.00       1.561    
   37.00       1.322    
   38.00       1.110    
   39.00      0.9321    
   40.00      0.7904    
   41.00      0.6844    
   42.00      0.6111    
   43.00      0.5659    
   44.00      0.5430    
   45.00      0.5359    
   46.00      0.5387    
   47.00      0.5456    
   48.00      0.5523    
   49.00      0.5551    
   50.00      0.5521    
   51.00      0.5420    
   52.00      0.5249    
   53.00      0.5015    
   54.00      0.4731    
   55.00      0.4412    
   56.00      0.4078    
   57.00      0.3747    
   58.00      0.3433    
   59.00      0.3152    
   60.00      0.2912    
   61.00      0.2720    
   62.00      0.2576    
   63.00      0.2478    
   64.00      0.2422    
   65.00      0.2400    
   66.00      0.2404    
   67.00      0.2424    
   68.00      0.2452    
   69.00      0.2479    
   70.00      0.2498    
   71.00      0.2503    
   72.00      0.2490    
   73.00      0.2455    
   74.00      0.2398    
   75.00      0.2319    
   76.00      0.2219    
   77.00      0.2102    
   78.00      0.1972    
   79.00      0.1832    
   80.00      0.1687    
 END
