#  81 angles,  1 tensor ranks for 0=projectile
@subtitle   "39K(3He,d)40Ca 21 MeV DWBA ZR 8113 keV Jpi=1- l=1 n=3 j=3/2"                   
@legend ON
@legend x1 0.2
@legend y1 0.8
@g0 type LOGY
@yaxis ticklabel format power
@legend string   0 "Lab energy =   21.0000"
#legend string   0 "Partition=  2 Excit=  1 near/far= 1"
#  Theta       sigma       iT11        T20         T21         T22         Kyy for projectile
   0.000       26.61    
   1.000       26.62    
   2.000       26.63    
   3.000       26.60    
   4.000       26.49    
   5.000       26.24    
   6.000       25.78    
   7.000       25.07    
   8.000       24.08    
   9.000       22.81    
   10.00       21.28    
   11.00       19.53    
   12.00       17.62    
   13.00       15.63    
   14.00       13.65    
   15.00       11.75    
   16.00       10.01    
   17.00       8.486    
   18.00       7.211    
   19.00       6.206    
   20.00       5.467    
   21.00       4.972    
   22.00       4.681    
   23.00       4.547    
   24.00       4.517    
   25.00       4.540    
   26.00       4.571    
   27.00       4.574    
   28.00       4.524    
   29.00       4.407    
   30.00       4.218    
   31.00       3.961    
   32.00       3.647    
   33.00       3.293    
   34.00       2.916    
   35.00       2.537    
   36.00       2.174    
   37.00       1.841    
   38.00       1.551    
   39.00       1.310    
   40.00       1.121    
   41.00      0.9851    
   42.00      0.8968    
   43.00      0.8505    
   44.00      0.8384    
   45.00      0.8517    
   46.00      0.8817    
   47.00      0.9199    
   48.00      0.9588    
   49.00      0.9921    
   50.00       1.015    
   51.00       1.026    
   52.00       1.021    
   53.00       1.002    
   54.00      0.9697    
   55.00      0.9251    
   56.00      0.8707    
   57.00      0.8092    
   58.00      0.7431    
   59.00      0.6751    
   60.00      0.6075    
   61.00      0.5423    
   62.00      0.4813    
   63.00      0.4254    
   64.00      0.3754    
   65.00      0.3316    
   66.00      0.2941    
   67.00      0.2626    
   68.00      0.2366    
   69.00      0.2157    
   70.00      0.1992    
   71.00      0.1864    
   72.00      0.1768    
   73.00      0.1695    
   74.00      0.1640    
   75.00      0.1597    
   76.00      0.1562    
   77.00      0.1532    
   78.00      0.1505    
   79.00      0.1480    
   80.00      0.1455    
 END
