#  81 angles,  1 tensor ranks for 0=projectile
@subtitle   "39K(3He,d)40Ca 21 MeV DWBA ZR 7623 keV Jpi=2- l=3 n=2 j=7/2"                   
@legend ON
@legend x1 0.2
@legend y1 0.8
@g0 type LOGY
@yaxis ticklabel format power
@legend string   0 "Lab energy =   21.0000"
#legend string   0 "Partition=  2 Excit=  1 near/far= 1"
#  Theta       sigma       iT11        T20         T21         T22         Kyy for projectile
   0.000       7.620    
   1.000       7.638    
   2.000       7.691    
   3.000       7.778    
   4.000       7.896    
   5.000       8.039    
   6.000       8.203    
   7.000       8.382    
   8.000       8.569    
   9.000       8.757    
   10.00       8.937    
   11.00       9.103    
   12.00       9.245    
   13.00       9.354    
   14.00       9.420    
   15.00       9.435    
   16.00       9.390    
   17.00       9.279    
   18.00       9.096    
   19.00       8.840    
   20.00       8.512    
   21.00       8.114    
   22.00       7.655    
   23.00       7.145    
   24.00       6.596    
   25.00       6.022    
   26.00       5.437    
   27.00       4.856    
   28.00       4.294    
   29.00       3.764    
   30.00       3.276    
   31.00       2.839    
   32.00       2.459    
   33.00       2.138    
   34.00       1.876    
   35.00       1.671    
   36.00       1.517    
   37.00       1.408    
   38.00       1.335    
   39.00       1.290    
   40.00       1.264    
   41.00       1.250    
   42.00       1.241    
   43.00       1.230    
   44.00       1.213    
   45.00       1.187    
   46.00       1.150    
   47.00       1.102    
   48.00       1.042    
   49.00      0.9735    
   50.00      0.8976    
   51.00      0.8172    
   52.00      0.7353    
   53.00      0.6545    
   54.00      0.5774    
   55.00      0.5061    
   56.00      0.4421    
   57.00      0.3866    
   58.00      0.3401    
   59.00      0.3027    
   60.00      0.2738    
   61.00      0.2528    
   62.00      0.2386    
   63.00      0.2300    
   64.00      0.2256    
   65.00      0.2241    
   66.00      0.2242    
   67.00      0.2249    
   68.00      0.2252    
   69.00      0.2244    
   70.00      0.2221    
   71.00      0.2180    
   72.00      0.2120    
   73.00      0.2043    
   74.00      0.1950    
   75.00      0.1846    
   76.00      0.1733    
   77.00      0.1617    
   78.00      0.1501    
   79.00      0.1390    
   80.00      0.1287    
 END
