#  81 angles,  1 tensor ranks for 0=projectile
@subtitle   "39K(3He,d)40Ca 21 MeV DWBA ZR 8851 keV Jpi=0- l=1 n=3 j=3/2"                   
@legend ON
@legend x1 0.2
@legend y1 0.8
@g0 type LOGY
@yaxis ticklabel format power
@legend string   0 "Lab energy =   21.0000"
#legend string   0 "Partition=  2 Excit=  1 near/far= 1"
#  Theta       sigma       iT11        T20         T21         T22         Kyy for projectile
   0.000       7.028    
   1.000       7.015    
   2.000       6.975    
   3.000       6.904    
   4.000       6.796    
   5.000       6.646    
   6.000       6.447    
   7.000       6.196    
   8.000       5.890    
   9.000       5.532    
   10.00       5.128    
   11.00       4.687    
   12.00       4.225    
   13.00       3.755    
   14.00       3.296    
   15.00       2.864    
   16.00       2.472    
   17.00       2.131    
   18.00       1.848    
   19.00       1.623    
   20.00       1.457    
   21.00       1.341    
   22.00       1.269    
   23.00       1.229    
   24.00       1.212    
   25.00       1.207    
   26.00       1.204    
   27.00       1.195    
   28.00       1.176    
   29.00       1.143    
   30.00       1.093    
   31.00       1.029    
   32.00      0.9530    
   33.00      0.8673    
   34.00      0.7766    
   35.00      0.6851    
   36.00      0.5967    
   37.00      0.5150    
   38.00      0.4425    
   39.00      0.3810    
   40.00      0.3316    
   41.00      0.2943    
   42.00      0.2684    
   43.00      0.2527    
   44.00      0.2457    
   45.00      0.2453    
   46.00      0.2496    
   47.00      0.2567    
   48.00      0.2648    
   49.00      0.2723    
   50.00      0.2781    
   51.00      0.2812    
   52.00      0.2811    
   53.00      0.2777    
   54.00      0.2708    
   55.00      0.2609    
   56.00      0.2484    
   57.00      0.2336    
   58.00      0.2174    
   59.00      0.2001    
   60.00      0.1824    
   61.00      0.1649    
   62.00      0.1479    
   63.00      0.1319    
   64.00      0.1171    
   65.00      0.1037    
   66.00      0.9182E-01
   67.00      0.8148E-01
   68.00      0.7265E-01
   69.00      0.6527E-01
   70.00      0.5921E-01
   71.00      0.5435E-01
   72.00      0.5053E-01
   73.00      0.4760E-01
   74.00      0.4542E-01
   75.00      0.4384E-01
   76.00      0.4274E-01
   77.00      0.4200E-01
   78.00      0.4151E-01
   79.00      0.4118E-01
   80.00      0.4095E-01
 END
