#  81 angles,  1 tensor ranks for 0=projectile
@subtitle   "39K(3He,d)40Ca 21 MeV DWBA ZR 8935 keV Jpi=1- l=1 n=2 j=3/2"                   
@legend ON
@legend x1 0.2
@legend y1 0.8
@g0 type LOGY
@yaxis ticklabel format power
@legend string   0 "Lab energy =   21.0000"
#legend string   0 "Partition=  2 Excit=  1 near/far= 1"
#  Theta       sigma       iT11        T20         T21         T22         Kyy for projectile
   0.000       11.36    
   1.000       11.34    
   2.000       11.27    
   3.000       11.16    
   4.000       10.99    
   5.000       10.76    
   6.000       10.45    
   7.000       10.06    
   8.000       9.594    
   9.000       9.043    
   10.00       8.421    
   11.00       7.744    
   12.00       7.032    
   13.00       6.311    
   14.00       5.605    
   15.00       4.942    
   16.00       4.343    
   17.00       3.825    
   18.00       3.399    
   19.00       3.067    
   20.00       2.826    
   21.00       2.665    
   22.00       2.571    
   23.00       2.526    
   24.00       2.512    
   25.00       2.513    
   26.00       2.512    
   27.00       2.498    
   28.00       2.461    
   29.00       2.397    
   30.00       2.303    
   31.00       2.182    
   32.00       2.036    
   33.00       1.871    
   34.00       1.696    
   35.00       1.516    
   36.00       1.339    
   37.00       1.171    
   38.00       1.018    
   39.00      0.8810    
   40.00      0.7638    
   41.00      0.6666    
   42.00      0.5887    
   43.00      0.5286    
   44.00      0.4842    
   45.00      0.4527    
   46.00      0.4313    
   47.00      0.4173    
   48.00      0.4080    
   49.00      0.4013    
   50.00      0.3953    
   51.00      0.3887    
   52.00      0.3807    
   53.00      0.3710    
   54.00      0.3594    
   55.00      0.3462    
   56.00      0.3319    
   57.00      0.3169    
   58.00      0.3018    
   59.00      0.2870    
   60.00      0.2732    
   61.00      0.2605    
   62.00      0.2493    
   63.00      0.2395    
   64.00      0.2314    
   65.00      0.2246    
   66.00      0.2189    
   67.00      0.2142    
   68.00      0.2101    
   69.00      0.2063    
   70.00      0.2024    
   71.00      0.1983    
   72.00      0.1938    
   73.00      0.1886    
   74.00      0.1827    
   75.00      0.1762    
   76.00      0.1689    
   77.00      0.1609    
   78.00      0.1524    
   79.00      0.1434    
   80.00      0.1341    
 END
