#  81 angles,  1 tensor ranks for 0=projectile
@subtitle   "39K(3He,d)40Ca 21 MeV DWBA ZR 8851 keV Jpi=0- l=1 n=2 j=3/2"                   
@legend ON
@legend x1 0.2
@legend y1 0.8
@g0 type LOGY
@yaxis ticklabel format power
@legend string   0 "Lab energy =   21.0000"
#legend string   0 "Partition=  2 Excit=  1 near/far= 1"
#  Theta       sigma       iT11        T20         T21         T22         Kyy for projectile
   0.000       3.941    
   1.000       3.935    
   2.000       3.915    
   3.000       3.881    
   4.000       3.827    
   5.000       3.752    
   6.000       3.650    
   7.000       3.518    
   8.000       3.357    
   9.000       3.166    
   10.00       2.949    
   11.00       2.712    
   12.00       2.461    
   13.00       2.206    
   14.00       1.957    
   15.00       1.723    
   16.00       1.511    
   17.00       1.328    
   18.00       1.177    
   19.00       1.059    
   20.00      0.9733    
   21.00      0.9161    
   22.00      0.8823    
   23.00      0.8662    
   24.00      0.8614    
   25.00      0.8618    
   26.00      0.8621    
   27.00      0.8577    
   28.00      0.8455    
   29.00      0.8236    
   30.00      0.7913    
   31.00      0.7491    
   32.00      0.6984    
   33.00      0.6414    
   34.00      0.5805    
   35.00      0.5183    
   36.00      0.4573    
   37.00      0.3994    
   38.00      0.3464    
   39.00      0.2996    
   40.00      0.2595    
   41.00      0.2264    
   42.00      0.2000    
   43.00      0.1797    
   44.00      0.1649    
   45.00      0.1545    
   46.00      0.1475    
   47.00      0.1430    
   48.00      0.1400    
   49.00      0.1378    
   50.00      0.1358    
   51.00      0.1336    
   52.00      0.1308    
   53.00      0.1273    
   54.00      0.1232    
   55.00      0.1185    
   56.00      0.1134    
   57.00      0.1081    
   58.00      0.1028    
   59.00      0.9760E-01
   60.00      0.9275E-01
   61.00      0.8834E-01
   62.00      0.8445E-01
   63.00      0.8111E-01
   64.00      0.7831E-01
   65.00      0.7600E-01
   66.00      0.7412E-01
   67.00      0.7257E-01
   68.00      0.7122E-01
   69.00      0.6998E-01
   70.00      0.6875E-01
   71.00      0.6742E-01
   72.00      0.6592E-01
   73.00      0.6420E-01
   74.00      0.6223E-01
   75.00      0.6000E-01
   76.00      0.5750E-01
   77.00      0.5477E-01
   78.00      0.5184E-01
   79.00      0.4876E-01
   80.00      0.4558E-01
 END
