#  81 angles,  1 tensor ranks for 0=projectile
@subtitle   "39K(3He,d)40Ca 21 MeV DWBA ZR 7973 keV Jpi=3- l=3 n=1 j=7/2"                   
@legend ON
@legend x1 0.2
@legend y1 0.8
@g0 type LOGY
@yaxis ticklabel format power
@legend string   0 "Lab energy =   21.0000"
#legend string   0 "Partition=  2 Excit=  1 near/far= 1"
#  Theta       sigma       iT11        T20         T21         T22         Kyy for projectile
   0.000       4.528    
   1.000       4.535    
   2.000       4.555    
   3.000       4.588    
   4.000       4.633    
   5.000       4.688    
   6.000       4.753    
   7.000       4.825    
   8.000       4.902    
   9.000       4.982    
   10.00       5.063    
   11.00       5.139    
   12.00       5.207    
   13.00       5.260    
   14.00       5.293    
   15.00       5.300    
   16.00       5.276    
   17.00       5.218    
   18.00       5.122    
   19.00       4.988    
   20.00       4.816    
   21.00       4.610    
   22.00       4.371    
   23.00       4.105    
   24.00       3.817    
   25.00       3.512    
   26.00       3.199    
   27.00       2.884    
   28.00       2.574    
   29.00       2.276    
   30.00       1.998    
   31.00       1.746    
   32.00       1.522    
   33.00       1.330    
   34.00       1.170    
   35.00       1.040    
   36.00      0.9400    
   37.00      0.8647    
   38.00      0.8103    
   39.00      0.7725    
   40.00      0.7472    
   41.00      0.7303    
   42.00      0.7184    
   43.00      0.7084    
   44.00      0.6977    
   45.00      0.6843    
   46.00      0.6668    
   47.00      0.6443    
   48.00      0.6164    
   49.00      0.5835    
   50.00      0.5461    
   51.00      0.5053    
   52.00      0.4625    
   53.00      0.4190    
   54.00      0.3763    
   55.00      0.3356    
   56.00      0.2978    
   57.00      0.2637    
   58.00      0.2337    
   59.00      0.2079    
   60.00      0.1861    
   61.00      0.1682    
   62.00      0.1537    
   63.00      0.1422    
   64.00      0.1330    
   65.00      0.1258    
   66.00      0.1200    
   67.00      0.1153    
   68.00      0.1111    
   69.00      0.1073    
   70.00      0.1036    
   71.00      0.9985E-01
   72.00      0.9595E-01
   73.00      0.9192E-01
   74.00      0.8779E-01
   75.00      0.8366E-01
   76.00      0.7963E-01
   77.00      0.7584E-01
   78.00      0.7240E-01
   79.00      0.6944E-01
   80.00      0.6703E-01
 END
