#  81 angles,  1 tensor ranks for 0=projectile
@subtitle   "39K(3He,d)40Ca 21 MeV DWBA ZR 7623 keV Jpi=2- l=3 n=1 j=5/2"                   
@legend ON
@legend x1 0.2
@legend y1 0.8
@g0 type LOGY
@yaxis ticklabel format power
@legend string   0 "Lab energy =   21.0000"
#legend string   0 "Partition=  2 Excit=  1 near/far= 1"
#  Theta       sigma       iT11        T20         T21         T22         Kyy for projectile
   0.000       2.511    
   1.000       2.519    
   2.000       2.543    
   3.000       2.583    
   4.000       2.636    
   5.000       2.702    
   6.000       2.779    
   7.000       2.864    
   8.000       2.956    
   9.000       3.051    
   10.00       3.148    
   11.00       3.244    
   12.00       3.334    
   13.00       3.415    
   14.00       3.483    
   15.00       3.531    
   16.00       3.555    
   17.00       3.551    
   18.00       3.516    
   19.00       3.446    
   20.00       3.342    
   21.00       3.205    
   22.00       3.038    
   23.00       2.845    
   24.00       2.633    
   25.00       2.409    
   26.00       2.177    
   27.00       1.945    
   28.00       1.719    
   29.00       1.505    
   30.00       1.306    
   31.00       1.127    
   32.00      0.9705    
   33.00      0.8377    
   34.00      0.7294    
   35.00      0.6449    
   36.00      0.5826    
   37.00      0.5400    
   38.00      0.5137    
   39.00      0.5002    
   40.00      0.4955    
   41.00      0.4962    
   42.00      0.4989    
   43.00      0.5010    
   44.00      0.5003    
   45.00      0.4957    
   46.00      0.4862    
   47.00      0.4717    
   48.00      0.4524    
   49.00      0.4288    
   50.00      0.4018    
   51.00      0.3722    
   52.00      0.3409    
   53.00      0.3091    
   54.00      0.2775    
   55.00      0.2470    
   56.00      0.2184    
   57.00      0.1922    
   58.00      0.1688    
   59.00      0.1485    
   60.00      0.1312    
   61.00      0.1170    
   62.00      0.1056    
   63.00      0.9666E-01
   64.00      0.8980E-01
   65.00      0.8462E-01
   66.00      0.8073E-01
   67.00      0.7776E-01
   68.00      0.7540E-01
   69.00      0.7339E-01
   70.00      0.7155E-01
   71.00      0.6977E-01
   72.00      0.6797E-01
   73.00      0.6615E-01
   74.00      0.6433E-01
   75.00      0.6253E-01
   76.00      0.6081E-01
   77.00      0.5921E-01
   78.00      0.5777E-01
   79.00      0.5653E-01
   80.00      0.5547E-01
 END
