#  81 angles,  1 tensor ranks for 0=projectile
@subtitle   "39K(3He,d)40Ca 21 MeV DWBA ZR 9662 keV Jpi=3- l=1 n=2 j=3/2"                   
@legend ON
@legend x1 0.2
@legend y1 0.8
@g0 type LOGY
@yaxis ticklabel format power
@legend string   0 "Lab energy =   21.0000"
#legend string   0 "Partition=  2 Excit=  1 near/far= 1"
#  Theta       sigma       iT11        T20         T21         T22         Kyy for projectile
   0.000       17.44    
   1.000       17.39    
   2.000       17.26    
   3.000       17.03    
   4.000       16.69    
   5.000       16.25    
   6.000       15.69    
   7.000       15.03    
   8.000       14.25    
   9.000       13.38    
   10.00       12.43    
   11.00       11.43    
   12.00       10.41    
   13.00       9.401    
   14.00       8.435    
   15.00       7.542    
   16.00       6.749    
   17.00       6.074    
   18.00       5.525    
   19.00       5.104    
   20.00       4.804    
   21.00       4.609    
   22.00       4.500    
   23.00       4.453    
   24.00       4.443    
   25.00       4.446    
   26.00       4.441    
   27.00       4.412    
   28.00       4.346    
   29.00       4.235    
   30.00       4.078    
   31.00       3.876    
   32.00       3.636    
   33.00       3.366    
   34.00       3.076    
   35.00       2.777    
   36.00       2.480    
   37.00       2.194    
   38.00       1.927    
   39.00       1.686    
   40.00       1.473    
   41.00       1.291    
   42.00       1.140    
   43.00       1.019    
   44.00      0.9237    
   45.00      0.8519    
   46.00      0.7992    
   47.00      0.7616    
   48.00      0.7352    
   49.00      0.7162    
   50.00      0.7017    
   51.00      0.6893    
   52.00      0.6771    
   53.00      0.6640    
   54.00      0.6493    
   55.00      0.6327    
   56.00      0.6145    
   57.00      0.5951    
   58.00      0.5750    
   59.00      0.5547    
   60.00      0.5348    
   61.00      0.5158    
   62.00      0.4981    
   63.00      0.4818    
   64.00      0.4670    
   65.00      0.4537    
   66.00      0.4416    
   67.00      0.4305    
   68.00      0.4201    
   69.00      0.4101    
   70.00      0.4000    
   71.00      0.3896    
   72.00      0.3786    
   73.00      0.3669    
   74.00      0.3542    
   75.00      0.3405    
   76.00      0.3258    
   77.00      0.3103    
   78.00      0.2940    
   79.00      0.2772    
   80.00      0.2600    
 END
