#  81 angles,  1 tensor ranks for 0=projectile
@subtitle   "39K(3He,d)40Ca 21 MeV DWBA ZR 8019 keV Jpi=1- l=1 n=2 j=1/2"                   
@legend ON
@legend x1 0.2
@legend y1 0.8
@g0 type LOGY
@yaxis ticklabel format power
@legend string   0 "Lab energy =   21.0000"
#legend string   0 "Partition=  2 Excit=  1 near/far= 1"
#  Theta       sigma       iT11        T20         T21         T22         Kyy for projectile
   0.000       12.91    
   1.000       12.94    
   2.000       13.03    
   3.000       13.14    
   4.000       13.25    
   5.000       13.31    
   6.000       13.29    
   7.000       13.14    
   8.000       12.82    
   9.000       12.33    
   10.00       11.64    
   11.00       10.79    
   12.00       9.795    
   13.00       8.710    
   14.00       7.587    
   15.00       6.487    
   16.00       5.462    
   17.00       4.558    
   18.00       3.804    
   19.00       3.215    
   20.00       2.789    
   21.00       2.512    
   22.00       2.360    
   23.00       2.302    
   24.00       2.307    
   25.00       2.345    
   26.00       2.389    
   27.00       2.418    
   28.00       2.417    
   29.00       2.375    
   30.00       2.289    
   31.00       2.160    
   32.00       1.996    
   33.00       1.805    
   34.00       1.599    
   35.00       1.391    
   36.00       1.191    
   37.00       1.010    
   38.00      0.8526    
   39.00      0.7232    
   40.00      0.6224    
   41.00      0.5488    
   42.00      0.4993    
   43.00      0.4700    
   44.00      0.4562    
   45.00      0.4535    
   46.00      0.4572    
   47.00      0.4635    
   48.00      0.4687    
   49.00      0.4701    
   50.00      0.4659    
   51.00      0.4550    
   52.00      0.4374    
   53.00      0.4138    
   54.00      0.3854    
   55.00      0.3538    
   56.00      0.3208    
   57.00      0.2878    
   58.00      0.2560    
   59.00      0.2265    
   60.00      0.1998    
   61.00      0.1762    
   62.00      0.1559    
   63.00      0.1389    
   64.00      0.1249    
   65.00      0.1136    
   66.00      0.1047    
   67.00      0.9766E-01
   68.00      0.9192E-01
   69.00      0.8697E-01
   70.00      0.8235E-01
   71.00      0.7774E-01
   72.00      0.7292E-01
   73.00      0.6783E-01
   74.00      0.6251E-01
   75.00      0.5709E-01
   76.00      0.5173E-01
   77.00      0.4658E-01
   78.00      0.4178E-01
   79.00      0.3744E-01
   80.00      0.3363E-01
 END
