#  81 angles,  1 tensor ranks for 0=projectile
@subtitle   "39K(3He,d)40Ca 21 MeV DWBA ZR 6285 keV Jpi=3- l=1 n=2 j=3/2"                   
@legend ON
@legend x1 0.2
@legend y1 0.8
@g0 type LOGY
@yaxis ticklabel format power
@legend string   0 "Lab energy =   21.0000"
#legend string   0 "Partition=  2 Excit=  1 near/far= 1"
#  Theta       sigma       iT11        T20         T21         T22         Kyy for projectile
   0.000       29.21    
   1.000       29.55    
   2.000       30.51    
   3.000       31.96    
   4.000       33.69    
   5.000       35.45    
   6.000       36.96    
   7.000       37.99    
   8.000       38.30    
   9.000       37.79    
   10.00       36.38    
   11.00       34.14    
   12.00       31.19    
   13.00       27.72    
   14.00       23.96    
   15.00       20.16    
   16.00       16.55    
   17.00       13.31    
   18.00       10.57    
   19.00       8.426    
   20.00       6.885    
   21.00       5.913    
   22.00       5.434    
   23.00       5.345    
   24.00       5.527    
   25.00       5.858    
   26.00       6.229    
   27.00       6.546    
   28.00       6.741    
   29.00       6.773    
   30.00       6.626    
   31.00       6.309    
   32.00       5.847    
   33.00       5.279    
   34.00       4.651    
   35.00       4.005    
   36.00       3.383    
   37.00       2.817    
   38.00       2.329    
   39.00       1.933    
   40.00       1.632    
   41.00       1.423    
   42.00       1.295    
   43.00       1.234    
   44.00       1.225    
   45.00       1.248    
   46.00       1.289    
   47.00       1.331    
   48.00       1.364    
   49.00       1.379    
   50.00       1.372    
   51.00       1.340    
   52.00       1.286    
   53.00       1.212    
   54.00       1.125    
   55.00       1.030    
   56.00      0.9335    
   57.00      0.8404    
   58.00      0.7555    
   59.00      0.6822    
   60.00      0.6228    
   61.00      0.5781    
   62.00      0.5480    
   63.00      0.5315    
   64.00      0.5266    
   65.00      0.5310    
   66.00      0.5419    
   67.00      0.5566    
   68.00      0.5722    
   69.00      0.5864    
   70.00      0.5971    
   71.00      0.6026    
   72.00      0.6018    
   73.00      0.5944    
   74.00      0.5802    
   75.00      0.5595    
   76.00      0.5333    
   77.00      0.5024    
   78.00      0.4679    
   79.00      0.4312    
   80.00      0.3933    
 END
