#  81 angles,  1 tensor ranks for 0=projectile
@subtitle   "39K(3He,d)40Ca 21 MeV DWBA ZR 6950 keV Jpi=1- l=1 n=3 j=1/2"                   
@legend ON
@legend x1 0.2
@legend y1 0.8
@g0 type LOGY
@yaxis ticklabel format power
@legend string   0 "Lab energy =   21.0000"
#legend string   0 "Partition=  2 Excit=  1 near/far= 1"
#  Theta       sigma       iT11        T20         T21         T22         Kyy for projectile
   0.000       28.66    
   1.000       28.77    
   2.000       29.08    
   3.000       29.51    
   4.000       29.97    
   5.000       30.32    
   6.000       30.43    
   7.000       30.17    
   8.000       29.47    
   9.000       28.27    
   10.00       26.58    
   11.00       24.43    
   12.00       21.93    
   13.00       19.20    
   14.00       16.39    
   15.00       13.65    
   16.00       11.11    
   17.00       8.891    
   18.00       7.060    
   19.00       5.657    
   20.00       4.678    
   21.00       4.091    
   22.00       3.834    
   23.00       3.830    
   24.00       3.997    
   25.00       4.251    
   26.00       4.518    
   27.00       4.739    
   28.00       4.870    
   29.00       4.885    
   30.00       4.776    
   31.00       4.551    
   32.00       4.226    
   33.00       3.829    
   34.00       3.387    
   35.00       2.932    
   36.00       2.489    
   37.00       2.080    
   38.00       1.723    
   39.00       1.426    
   40.00       1.195    
   41.00       1.026    
   42.00      0.9142    
   43.00      0.8509    
   44.00      0.8249    
   45.00      0.8247    
   46.00      0.8394    
   47.00      0.8592    
   48.00      0.8763    
   49.00      0.8852    
   50.00      0.8825    
   51.00      0.8668    
   52.00      0.8386    
   53.00      0.7995    
   54.00      0.7523    
   55.00      0.6998    
   56.00      0.6455    
   57.00      0.5923    
   58.00      0.5428    
   59.00      0.4990    
   60.00      0.4622    
   61.00      0.4327    
   62.00      0.4105    
   63.00      0.3947    
   64.00      0.3841    
   65.00      0.3772    
   66.00      0.3726    
   67.00      0.3687    
   68.00      0.3640    
   69.00      0.3575    
   70.00      0.3483    
   71.00      0.3359    
   72.00      0.3200    
   73.00      0.3007    
   74.00      0.2784    
   75.00      0.2538    
   76.00      0.2277    
   77.00      0.2009    
   78.00      0.1743    
   79.00      0.1489    
   80.00      0.1255    
 END
