#  81 angles,  1 tensor ranks for 0=projectile
@subtitle   "39K(3He,d)40Ca 21 MeV DWBA ZR 9432 keV Jpi=3- l=1 n=3 j=3/2"                   
@legend ON
@legend x1 0.2
@legend y1 0.8
@g0 type LOGY
@yaxis ticklabel format power
@legend string   0 "Lab energy =   21.0000"
#legend string   0 "Partition=  2 Excit=  1 near/far= 1"
#  Theta       sigma       iT11        T20         T21         T22         Kyy for projectile
   0.000       37.25    
   1.000       37.16    
   2.000       36.87    
   3.000       36.36    
   4.000       35.63    
   5.000       34.66    
   6.000       33.43    
   7.000       31.93    
   8.000       30.18    
   9.000       28.20    
   10.00       26.04    
   11.00       23.74    
   12.00       21.39    
   13.00       19.04    
   14.00       16.78    
   15.00       14.68    
   16.00       12.79    
   17.00       11.15    
   18.00       9.786    
   19.00       8.705    
   20.00       7.895    
   21.00       7.326    
   22.00       6.960    
   23.00       6.749    
   24.00       6.642    
   25.00       6.591    
   26.00       6.552    
   27.00       6.487    
   28.00       6.369    
   29.00       6.184    
   30.00       5.924    
   31.00       5.593    
   32.00       5.201    
   33.00       4.764    
   34.00       4.300    
   35.00       3.831    
   36.00       3.374    
   37.00       2.948    
   38.00       2.566    
   39.00       2.237    
   40.00       1.967    
   41.00       1.758    
   42.00       1.608    
   43.00       1.511    
   44.00       1.460    
   45.00       1.446    
   46.00       1.459    
   47.00       1.489    
   48.00       1.528    
   49.00       1.566    
   50.00       1.599    
   51.00       1.619    
   52.00       1.625    
   53.00       1.613    
   54.00       1.584    
   55.00       1.538    
   56.00       1.476    
   57.00       1.402    
   58.00       1.316    
   59.00       1.224    
   60.00       1.127    
   61.00       1.028    
   62.00      0.9305    
   63.00      0.8361    
   64.00      0.7467    
   65.00      0.6639    
   66.00      0.5886    
   67.00      0.5213    
   68.00      0.4625    
   69.00      0.4119    
   70.00      0.3694    
   71.00      0.3344    
   72.00      0.3064    
   73.00      0.2845    
   74.00      0.2680    
   75.00      0.2562    
   76.00      0.2482    
   77.00      0.2432    
   78.00      0.2406    
   79.00      0.2397    
   80.00      0.2400    
 END
