#  81 angles,  1 tensor ranks for 0=projectile
@subtitle   "39K(3He,d)40Ca 21 MeV DWBA ZR 7623 keV Jpi=3- l=3 n=2 j=5/2"                   
@legend ON
@legend x1 0.2
@legend y1 0.8
@g0 type LOGY
@yaxis ticklabel format power
@legend string   0 "Lab energy =   21.0000"
#legend string   0 "Partition=  2 Excit=  1 near/far= 1"
#  Theta       sigma       iT11        T20         T21         T22         Kyy for projectile
   0.000       9.235    
   1.000       9.270    
   2.000       9.374    
   3.000       9.544    
   4.000       9.774    
   5.000       10.06    
   6.000       10.39    
   7.000       10.75    
   8.000       11.14    
   9.000       11.54    
   10.00       11.94    
   11.00       12.31    
   12.00       12.65    
   13.00       12.94    
   14.00       13.16    
   15.00       13.29    
   16.00       13.32    
   17.00       13.23    
   18.00       13.03    
   19.00       12.69    
   20.00       12.24    
   21.00       11.66    
   22.00       10.99    
   23.00       10.22    
   24.00       9.393    
   25.00       8.521    
   26.00       7.632    
   27.00       6.749    
   28.00       5.897    
   29.00       5.095    
   30.00       4.362    
   31.00       3.711    
   32.00       3.151    
   33.00       2.685    
   34.00       2.313    
   35.00       2.030    
   36.00       1.829    
   37.00       1.697    
   38.00       1.623    
   39.00       1.593    
   40.00       1.593    
   41.00       1.610    
   42.00       1.633    
   43.00       1.652    
   44.00       1.661    
   45.00       1.655    
   46.00       1.629    
   47.00       1.583    
   48.00       1.518    
   49.00       1.437    
   50.00       1.341    
   51.00       1.235    
   52.00       1.124    
   53.00       1.012    
   54.00      0.9015    
   55.00      0.7973    
   56.00      0.7015    
   57.00      0.6159    
   58.00      0.5418    
   59.00      0.4793    
   60.00      0.4281    
   61.00      0.3875    
   62.00      0.3562    
   63.00      0.3327    
   64.00      0.3155    
   65.00      0.3030    
   66.00      0.2935    
   67.00      0.2858    
   68.00      0.2787    
   69.00      0.2714    
   70.00      0.2633    
   71.00      0.2541    
   72.00      0.2438    
   73.00      0.2324    
   74.00      0.2203    
   75.00      0.2077    
   76.00      0.1952    
   77.00      0.1831    
   78.00      0.1718    
   79.00      0.1617    
   80.00      0.1530    
 END
