#  81 angles,  1 tensor ranks for 0=projectile
@subtitle   "39K(3He,d)40Ca 21 MeV DWBA ZR 8935 keV Jpi=1- l=1 n=3 j=1/2"                   
@legend ON
@legend x1 0.2
@legend y1 0.8
@g0 type LOGY
@yaxis ticklabel format power
@legend string   0 "Lab energy =   21.0000"
#legend string   0 "Partition=  2 Excit=  1 near/far= 1"
#  Theta       sigma       iT11        T20         T21         T22         Kyy for projectile
   0.000       23.12    
   1.000       23.05    
   2.000       22.85    
   3.000       22.51    
   4.000       22.02    
   5.000       21.35    
   6.000       20.52    
   7.000       19.50    
   8.000       18.32    
   9.000       16.99    
   10.00       15.53    
   11.00       14.00    
   12.00       12.43    
   13.00       10.88    
   14.00       9.388    
   15.00       8.003    
   16.00       6.765    
   17.00       5.704    
   18.00       4.835    
   19.00       4.164    
   20.00       3.681    
   21.00       3.368    
   22.00       3.196    
   23.00       3.131    
   24.00       3.139    
   25.00       3.185    
   26.00       3.240    
   27.00       3.278    
   28.00       3.284    
   29.00       3.247    
   30.00       3.161    
   31.00       3.029    
   32.00       2.855    
   33.00       2.649    
   34.00       2.422    
   35.00       2.184    
   36.00       1.947    
   37.00       1.720    
   38.00       1.511    
   39.00       1.327    
   40.00       1.169    
   41.00       1.040    
   42.00      0.9373    
   43.00      0.8590    
   44.00      0.8014    
   45.00      0.7601    
   46.00      0.7311    
   47.00      0.7101    
   48.00      0.6936    
   49.00      0.6786    
   50.00      0.6629    
   51.00      0.6449    
   52.00      0.6239    
   53.00      0.5995    
   54.00      0.5723    
   55.00      0.5428    
   56.00      0.5121    
   57.00      0.4813    
   58.00      0.4514    
   59.00      0.4233    
   60.00      0.3978    
   61.00      0.3751    
   62.00      0.3554    
   63.00      0.3388    
   64.00      0.3248    
   65.00      0.3130    
   66.00      0.3029    
   67.00      0.2939    
   68.00      0.2855    
   69.00      0.2770    
   70.00      0.2680    
   71.00      0.2582    
   72.00      0.2472    
   73.00      0.2348    
   74.00      0.2211    
   75.00      0.2062    
   76.00      0.1903    
   77.00      0.1737    
   78.00      0.1568    
   79.00      0.1400    
   80.00      0.1237    
 END
