#  81 angles,  1 tensor ranks for 0=projectile
@subtitle   "39K(3He,d)40Ca 21 MeV DWBA ZR 8113 keV Jpi=1- l=1 n=2 j=3/2"                   
@legend ON
@legend x1 0.2
@legend y1 0.8
@g0 type LOGY
@yaxis ticklabel format power
@legend string   0 "Lab energy =   21.0000"
#legend string   0 "Partition=  2 Excit=  1 near/far= 1"
#  Theta       sigma       iT11        T20         T21         T22         Kyy for projectile
   0.000       15.25    
   1.000       15.26    
   2.000       15.27    
   3.000       15.27    
   4.000       15.22    
   5.000       15.10    
   6.000       14.86    
   7.000       14.49    
   8.000       13.96    
   9.000       13.27    
   10.00       12.42    
   11.00       11.45    
   12.00       10.38    
   13.00       9.268    
   14.00       8.153    
   15.00       7.083    
   16.00       6.102    
   17.00       5.242    
   18.00       4.526    
   19.00       3.964    
   20.00       3.553    
   21.00       3.281    
   22.00       3.126    
   23.00       3.058    
   24.00       3.050    
   25.00       3.071    
   26.00       3.094    
   27.00       3.099    
   28.00       3.070    
   29.00       2.998    
   30.00       2.882    
   31.00       2.723    
   32.00       2.528    
   33.00       2.306    
   34.00       2.070    
   35.00       1.829    
   36.00       1.594    
   37.00       1.374    
   38.00       1.177    
   39.00       1.006    
   40.00      0.8637    
   41.00      0.7508    
   42.00      0.6653    
   43.00      0.6039    
   44.00      0.5628    
   45.00      0.5373    
   46.00      0.5230    
   47.00      0.5158    
   48.00      0.5118    
   49.00      0.5082    
   50.00      0.5029    
   51.00      0.4944    
   52.00      0.4820    
   53.00      0.4657    
   54.00      0.4460    
   55.00      0.4236    
   56.00      0.3996    
   57.00      0.3752    
   58.00      0.3512    
   59.00      0.3288    
   60.00      0.3086    
   61.00      0.2910    
   62.00      0.2765    
   63.00      0.2648    
   64.00      0.2559    
   65.00      0.2495    
   66.00      0.2450    
   67.00      0.2419    
   68.00      0.2397    
   69.00      0.2378    
   70.00      0.2358    
   71.00      0.2331    
   72.00      0.2295    
   73.00      0.2247    
   74.00      0.2185    
   75.00      0.2109    
   76.00      0.2021    
   77.00      0.1921    
   78.00      0.1812    
   79.00      0.1696    
   80.00      0.1576    
 END
