#  81 angles,  1 tensor ranks for 0=projectile
@subtitle   "39K(3He,d)40Ca 21 MeV DWBA ZR 8748 keV Jpi=2+ l=4 n=1 j=7/2"                   
@legend ON
@legend x1 0.2
@legend y1 0.8
@g0 type LOGY
@yaxis ticklabel format power
@legend string   0 "Lab energy =   21.0000"
#legend string   0 "Partition=  2 Excit=  1 near/far= 1"
#  Theta       sigma       iT11        T20         T21         T22         Kyy for projectile
   0.000       1.193    
   1.000       1.192    
   2.000       1.190    
   3.000       1.187    
   4.000       1.182    
   5.000       1.178    
   6.000       1.173    
   7.000       1.169    
   8.000       1.166    
   9.000       1.164    
   10.00       1.163    
   11.00       1.164    
   12.00       1.167    
   13.00       1.172    
   14.00       1.179    
   15.00       1.187    
   16.00       1.196    
   17.00       1.206    
   18.00       1.216    
   19.00       1.224    
   20.00       1.230    
   21.00       1.231    
   22.00       1.229    
   23.00       1.220    
   24.00       1.205    
   25.00       1.183    
   26.00       1.154    
   27.00       1.117    
   28.00       1.074    
   29.00       1.024    
   30.00      0.9684    
   31.00      0.9081    
   32.00      0.8443    
   33.00      0.7782    
   34.00      0.7111    
   35.00      0.6445    
   36.00      0.5795    
   37.00      0.5173    
   38.00      0.4589    
   39.00      0.4052    
   40.00      0.3568    
   41.00      0.3140    
   42.00      0.2771    
   43.00      0.2459    
   44.00      0.2201    
   45.00      0.1995    
   46.00      0.1835    
   47.00      0.1713    
   48.00      0.1625    
   49.00      0.1562    
   50.00      0.1518    
   51.00      0.1487    
   52.00      0.1463    
   53.00      0.1440    
   54.00      0.1415    
   55.00      0.1384    
   56.00      0.1347    
   57.00      0.1301    
   58.00      0.1247    
   59.00      0.1187    
   60.00      0.1120    
   61.00      0.1050    
   62.00      0.9765E-01
   63.00      0.9026E-01
   64.00      0.8296E-01
   65.00      0.7589E-01
   66.00      0.6919E-01
   67.00      0.6296E-01
   68.00      0.5727E-01
   69.00      0.5218E-01
   70.00      0.4771E-01
   71.00      0.4385E-01
   72.00      0.4059E-01
   73.00      0.3787E-01
   74.00      0.3563E-01
   75.00      0.3379E-01
   76.00      0.3229E-01
   77.00      0.3105E-01
   78.00      0.2999E-01
   79.00      0.2908E-01
   80.00      0.2826E-01
 END
