#  81 angles,  1 tensor ranks for 0=projectile
@subtitle   "39K(3He,d)40Ca 21 MeV DWBA ZR 8484 keV Jpi=1- l=3 n=1 j=5/2"                   
@legend ON
@legend x1 0.2
@legend y1 0.8
@g0 type LOGY
@yaxis ticklabel format power
@legend string   0 "Lab energy =   21.0000"
#legend string   0 "Partition=  2 Excit=  1 near/far= 1"
#  Theta       sigma       iT11        T20         T21         T22         Kyy for projectile
   0.000       1.923    
   1.000       1.927    
   2.000       1.941    
   3.000       1.963    
   4.000       1.993    
   5.000       2.030    
   6.000       2.073    
   7.000       2.120    
   8.000       2.169    
   9.000       2.218    
   10.00       2.265    
   11.00       2.306    
   12.00       2.340    
   13.00       2.364    
   14.00       2.376    
   15.00       2.374    
   16.00       2.356    
   17.00       2.322    
   18.00       2.270    
   19.00       2.201    
   20.00       2.114    
   21.00       2.012    
   22.00       1.897    
   23.00       1.770    
   24.00       1.635    
   25.00       1.495    
   26.00       1.353    
   27.00       1.213    
   28.00       1.078    
   29.00      0.9508    
   30.00      0.8336    
   31.00      0.7285    
   32.00      0.6367    
   33.00      0.5587    
   34.00      0.4946    
   35.00      0.4436    
   36.00      0.4047    
   37.00      0.3764    
   38.00      0.3569    
   39.00      0.3445    
   40.00      0.3372    
   41.00      0.3332    
   42.00      0.3308    
   43.00      0.3287    
   44.00      0.3258    
   45.00      0.3210    
   46.00      0.3140    
   47.00      0.3043    
   48.00      0.2921    
   49.00      0.2774    
   50.00      0.2607    
   51.00      0.2424    
   52.00      0.2231    
   53.00      0.2034    
   54.00      0.1837    
   55.00      0.1647    
   56.00      0.1467    
   57.00      0.1301    
   58.00      0.1151    
   59.00      0.1018    
   60.00      0.9032E-01
   61.00      0.8058E-01
   62.00      0.7248E-01
   63.00      0.6590E-01
   64.00      0.6063E-01
   65.00      0.5649E-01
   66.00      0.5325E-01
   67.00      0.5072E-01
   68.00      0.4870E-01
   69.00      0.4702E-01
   70.00      0.4555E-01
   71.00      0.4420E-01
   72.00      0.4290E-01
   73.00      0.4162E-01
   74.00      0.4034E-01
   75.00      0.3907E-01
   76.00      0.3782E-01
   77.00      0.3661E-01
   78.00      0.3546E-01
   79.00      0.3437E-01
   80.00      0.3336E-01
 END
