#  81 angles,  1 tensor ranks for 0=projectile
@subtitle   "39K(3He,d)40Ca 21 MeV DWBA ZR 6025 keV Jpi=2- l=1 n=2 j=3/2"                   
@legend ON
@legend x1 0.2
@legend y1 0.8
@g0 type LOGY
@yaxis ticklabel format power
@legend string   0 "Lab energy =   21.0000"
#legend string   0 "Partition=  2 Excit=  1 near/far= 1"
#  Theta       sigma       iT11        T20         T21         T22         Kyy for projectile
   0.000       19.69    
   1.000       19.96    
   2.000       20.73    
   3.000       21.91    
   4.000       23.33    
   5.000       24.79    
   6.000       26.08    
   7.000       27.00    
   8.000       27.40    
   9.000       27.15    
   10.00       26.24    
   11.00       24.67    
   12.00       22.56    
   13.00       20.04    
   14.00       17.28    
   15.00       14.48    
   16.00       11.81    
   17.00       9.411    
   18.00       7.388    
   19.00       5.803    
   20.00       4.669    
   21.00       3.962    
   22.00       3.625    
   23.00       3.578    
   24.00       3.733    
   25.00       3.999    
   26.00       4.293    
   27.00       4.545    
   28.00       4.706    
   29.00       4.745    
   30.00       4.650    
   31.00       4.430    
   32.00       4.102    
   33.00       3.697    
   34.00       3.248    
   35.00       2.786    
   36.00       2.343    
   37.00       1.941    
   38.00       1.597    
   39.00       1.321    
   40.00       1.116    
   41.00      0.9767    
   42.00      0.8966    
   43.00      0.8646    
   44.00      0.8679    
   45.00      0.8935    
   46.00      0.9292    
   47.00      0.9643    
   48.00      0.9904    
   49.00       1.002    
   50.00      0.9950    
   51.00      0.9696    
   52.00      0.9271    
   53.00      0.8705    
   54.00      0.8039    
   55.00      0.7319    
   56.00      0.6591    
   57.00      0.5896    
   58.00      0.5267    
   59.00      0.4731    
   60.00      0.4302    
   61.00      0.3987    
   62.00      0.3784    
   63.00      0.3682    
   64.00      0.3667    
   65.00      0.3720    
   66.00      0.3820    
   67.00      0.3945    
   68.00      0.4074    
   69.00      0.4190    
   70.00      0.4276    
   71.00      0.4322    
   72.00      0.4320    
   73.00      0.4266    
   74.00      0.4161    
   75.00      0.4008    
   76.00      0.3814    
   77.00      0.3585    
   78.00      0.3331    
   79.00      0.3060    
   80.00      0.2783    
 END
