#  81 angles,  1 tensor ranks for 0=projectile
@subtitle   "39K(3He,d)40Ca 21 MeV DWBA ZR 8019 keV Jpi=1- l=1 n=3 j=3/2"                   
@legend ON
@legend x1 0.2
@legend y1 0.8
@g0 type LOGY
@yaxis ticklabel format power
@legend string   0 "Lab energy =   21.0000"
#legend string   0 "Partition=  2 Excit=  1 near/far= 1"
#  Theta       sigma       iT11        T20         T21         T22         Kyy for projectile
   0.000       22.64    
   1.000       22.70    
   2.000       22.86    
   3.000       23.08    
   4.000       23.29    
   5.000       23.43    
   6.000       23.40    
   7.000       23.13    
   8.000       22.56    
   9.000       21.66    
   10.00       20.43    
   11.00       18.89    
   12.00       17.11    
   13.00       15.18    
   14.00       13.19    
   15.00       11.24    
   16.00       9.415    
   17.00       7.797    
   18.00       6.432    
   19.00       5.343    
   20.00       4.531    
   21.00       3.976    
   22.00       3.643    
   23.00       3.486    
   24.00       3.453    
   25.00       3.494    
   26.00       3.561    
   27.00       3.616    
   28.00       3.629    
   29.00       3.583    
   30.00       3.470    
   31.00       3.294    
   32.00       3.064    
   33.00       2.797    
   34.00       2.510    
   35.00       2.220    
   36.00       1.944    
   37.00       1.694    
   38.00       1.477    
   39.00       1.300    
   40.00       1.163    
   41.00       1.063    
   42.00      0.9963    
   43.00      0.9565    
   44.00      0.9360    
   45.00      0.9270    
   46.00      0.9225    
   47.00      0.9160    
   48.00      0.9028    
   49.00      0.8798    
   50.00      0.8454    
   51.00      0.7997    
   52.00      0.7440    
   53.00      0.6805    
   54.00      0.6117    
   55.00      0.5406    
   56.00      0.4699    
   57.00      0.4024    
   58.00      0.3401    
   59.00      0.2848    
   60.00      0.2377    
   61.00      0.1995    
   62.00      0.1702    
   63.00      0.1494    
   64.00      0.1360    
   65.00      0.1291    
   66.00      0.1271    
   67.00      0.1286    
   68.00      0.1324    
   69.00      0.1372    
   70.00      0.1420    
   71.00      0.1460    
   72.00      0.1487    
   73.00      0.1496    
   74.00      0.1486    
   75.00      0.1455    
   76.00      0.1404    
   77.00      0.1335    
   78.00      0.1253    
   79.00      0.1161    
   80.00      0.1063    
 END
