#  81 angles,  1 tensor ranks for 0=projectile
@subtitle   "39K(3He,d)40Ca 21 MeV DWBA ZR 7623 keV Jpi=2- l=1 n=3 j=3/2"                   
@legend ON
@legend x1 0.2
@legend y1 0.8
@g0 type LOGY
@yaxis ticklabel format power
@legend string   0 "Lab energy =   21.0000"
#legend string   0 "Partition=  2 Excit=  1 near/far= 1"
#  Theta       sigma       iT11        T20         T21         T22         Kyy for projectile
   0.000       44.58    
   1.000       44.68    
   2.000       44.96    
   3.000       45.32    
   4.000       45.64    
   5.000       45.78    
   6.000       45.59    
   7.000       44.92    
   8.000       43.67    
   9.000       41.81    
   10.00       39.34    
   11.00       36.32    
   12.00       32.88    
   13.00       29.18    
   14.00       25.39    
   15.00       21.70    
   16.00       18.28    
   17.00       15.25    
   18.00       12.72    
   19.00       10.72    
   20.00       9.267    
   21.00       8.309    
   22.00       7.774    
   23.00       7.566    
   24.00       7.580    
   25.00       7.711    
   26.00       7.865    
   27.00       7.966    
   28.00       7.956    
   29.00       7.805    
   30.00       7.501    
   31.00       7.053    
   32.00       6.484    
   33.00       5.828    
   34.00       5.124    
   35.00       4.413    
   36.00       3.730    
   37.00       3.107    
   38.00       2.568    
   39.00       2.126    
   40.00       1.788    
   41.00       1.552    
   42.00       1.410    
   43.00       1.348    
   44.00       1.351    
   45.00       1.401    
   46.00       1.478    
   47.00       1.568    
   48.00       1.655    
   49.00       1.727    
   50.00       1.778    
   51.00       1.800    
   52.00       1.793    
   53.00       1.757    
   54.00       1.693    
   55.00       1.607    
   56.00       1.503    
   57.00       1.386    
   58.00       1.262    
   59.00       1.137    
   60.00       1.015    
   61.00      0.8982    
   62.00      0.7911    
   63.00      0.6950    
   64.00      0.6108    
   65.00      0.5390    
   66.00      0.4792    
   67.00      0.4304    
   68.00      0.3916    
   69.00      0.3613    
   70.00      0.3382    
   71.00      0.3207    
   72.00      0.3076    
   73.00      0.2975    
   74.00      0.2896    
   75.00      0.2830    
   76.00      0.2771    
   77.00      0.2714    
   78.00      0.2657    
   79.00      0.2598    
   80.00      0.2537    
 END
