#  81 angles,  1 tensor ranks for 0=projectile
@subtitle   "39K(3He,d)40Ca 21 MeV DWBA ZR 9662 keV Jpi=3- l=1 n=3 j=3/2"                   
@legend ON
@legend x1 0.2
@legend y1 0.8
@g0 type LOGY
@yaxis ticklabel format power
@legend string   0 "Lab energy =   21.0000"
#legend string   0 "Partition=  2 Excit=  1 near/far= 1"
#  Theta       sigma       iT11        T20         T21         T22         Kyy for projectile
   0.000       32.80    
   1.000       32.71    
   2.000       32.42    
   3.000       31.92    
   4.000       31.22    
   5.000       30.30    
   6.000       29.16    
   7.000       27.80    
   8.000       26.23    
   9.000       24.48    
   10.00       22.58    
   11.00       20.59    
   12.00       18.55    
   13.00       16.54    
   14.00       14.60    
   15.00       12.80    
   16.00       11.19    
   17.00       9.788    
   18.00       8.627    
   19.00       7.706    
   20.00       7.014    
   21.00       6.527    
   22.00       6.211    
   23.00       6.026    
   24.00       5.929    
   25.00       5.878    
   26.00       5.837    
   27.00       5.775    
   28.00       5.669    
   29.00       5.505    
   30.00       5.278    
   31.00       4.990    
   32.00       4.649    
   33.00       4.269    
   34.00       3.866    
   35.00       3.456    
   36.00       3.057    
   37.00       2.682    
   38.00       2.345    
   39.00       2.053    
   40.00       1.813    
   41.00       1.625    
   42.00       1.488    
   43.00       1.397    
   44.00       1.348    
   45.00       1.332    
   46.00       1.340    
   47.00       1.365    
   48.00       1.399    
   49.00       1.434    
   50.00       1.464    
   51.00       1.484    
   52.00       1.492    
   53.00       1.484    
   54.00       1.461    
   55.00       1.423    
   56.00       1.371    
   57.00       1.306    
   58.00       1.231    
   59.00       1.149    
   60.00       1.062    
   61.00      0.9725    
   62.00      0.8831    
   63.00      0.7960    
   64.00      0.7127    
   65.00      0.6349    
   66.00      0.5634    
   67.00      0.4990    
   68.00      0.4422    
   69.00      0.3929    
   70.00      0.3510    
   71.00      0.3162    
   72.00      0.2881    
   73.00      0.2659    
   74.00      0.2491    
   75.00      0.2370    
   76.00      0.2287    
   77.00      0.2237    
   78.00      0.2212    
   79.00      0.2206    
   80.00      0.2213    
 END
