#  81 angles,  1 tensor ranks for 0=projectile
@subtitle   "39K(3He,d)40Ca 21 MeV DWBA ZR 7532 keV Jpi=2- l=3 n=2 j=7/2"                   
@legend ON
@legend x1 0.2
@legend y1 0.8
@g0 type LOGY
@yaxis ticklabel format power
@legend string   0 "Lab energy =   21.0000"
#legend string   0 "Partition=  2 Excit=  1 near/far= 1"
#  Theta       sigma       iT11        T20         T21         T22         Kyy for projectile
   0.000       7.337    
   1.000       7.356    
   2.000       7.410    
   3.000       7.498    
   4.000       7.617    
   5.000       7.761    
   6.000       7.926    
   7.000       8.107    
   8.000       8.297    
   9.000       8.489    
   10.00       8.677    
   11.00       8.852    
   12.00       9.005    
   13.00       9.127    
   14.00       9.207    
   15.00       9.235    
   16.00       9.203    
   17.00       9.103    
   18.00       8.931    
   19.00       8.686    
   20.00       8.370    
   21.00       7.986    
   22.00       7.543    
   23.00       7.049    
   24.00       6.516    
   25.00       5.955    
   26.00       5.382    
   27.00       4.811    
   28.00       4.254    
   29.00       3.726    
   30.00       3.239    
   31.00       2.801    
   32.00       2.420    
   33.00       2.099    
   34.00       1.838    
   35.00       1.634    
   36.00       1.482    
   37.00       1.374    
   38.00       1.303    
   39.00       1.260    
   40.00       1.235    
   41.00       1.222    
   42.00       1.214    
   43.00       1.204    
   44.00       1.189    
   45.00       1.165    
   46.00       1.131    
   47.00       1.085    
   48.00       1.028    
   49.00      0.9609    
   50.00      0.8865    
   51.00      0.8071    
   52.00      0.7257    
   53.00      0.6452    
   54.00      0.5683    
   55.00      0.4972    
   56.00      0.4338    
   57.00      0.3791    
   58.00      0.3336    
   59.00      0.2973    
   60.00      0.2696    
   61.00      0.2497    
   62.00      0.2364    
   63.00      0.2286    
   64.00      0.2247    
   65.00      0.2237    
   66.00      0.2241    
   67.00      0.2250    
   68.00      0.2254    
   69.00      0.2247    
   70.00      0.2224    
   71.00      0.2182    
   72.00      0.2121    
   73.00      0.2041    
   74.00      0.1946    
   75.00      0.1839    
   76.00      0.1724    
   77.00      0.1606    
   78.00      0.1489    
   79.00      0.1377    
   80.00      0.1273    
 END
