#  81 angles,  1 tensor ranks for 0=projectile
@subtitle   "39K(3He,d)40Ca 21 MeV DWBA ZR 8019 keV Jpi=1- l=1 n=3 j=1/2"                   
@legend ON
@legend x1 0.2
@legend y1 0.8
@g0 type LOGY
@yaxis ticklabel format power
@legend string   0 "Lab energy =   21.0000"
#legend string   0 "Partition=  2 Excit=  1 near/far= 1"
#  Theta       sigma       iT11        T20         T21         T22         Kyy for projectile
   0.000       22.98    
   1.000       23.03    
   2.000       23.17    
   3.000       23.35    
   4.000       23.52    
   5.000       23.60    
   6.000       23.52    
   7.000       23.20    
   8.000       22.58    
   9.000       21.64    
   10.00       20.37    
   11.00       18.81    
   12.00       17.02    
   13.00       15.08    
   14.00       13.09    
   15.00       11.15    
   16.00       9.353    
   17.00       7.760    
   18.00       6.422    
   19.00       5.359    
   20.00       4.570    
   21.00       4.033    
   22.00       3.713    
   23.00       3.561    
   24.00       3.528    
   25.00       3.562    
   26.00       3.617    
   27.00       3.656    
   28.00       3.649    
   29.00       3.582    
   30.00       3.447    
   31.00       3.250    
   32.00       3.002    
   33.00       2.720    
   34.00       2.421    
   35.00       2.125    
   36.00       1.846    
   37.00       1.597    
   38.00       1.387    
   39.00       1.218    
   40.00       1.092    
   41.00       1.005    
   42.00      0.9534    
   43.00      0.9285    
   44.00      0.9227    
   45.00      0.9277    
   46.00      0.9356    
   47.00      0.9399    
   48.00      0.9354    
   49.00      0.9188    
   50.00      0.8887    
   51.00      0.8451    
   52.00      0.7896    
   53.00      0.7245    
   54.00      0.6527    
   55.00      0.5774    
   56.00      0.5016    
   57.00      0.4282    
   58.00      0.3598    
   59.00      0.2983    
   60.00      0.2452    
   61.00      0.2013    
   62.00      0.1669    
   63.00      0.1417    
   64.00      0.1248    
   65.00      0.1150    
   66.00      0.1111    
   67.00      0.1115    
   68.00      0.1148    
   69.00      0.1199    
   70.00      0.1257    
   71.00      0.1313    
   72.00      0.1359    
   73.00      0.1391    
   74.00      0.1406    
   75.00      0.1401    
   76.00      0.1377    
   77.00      0.1334    
   78.00      0.1276    
   79.00      0.1205    
   80.00      0.1127    
 END
