#  81 angles,  1 tensor ranks for 0=projectile
@subtitle   "39K(3He,d)40Ca 21 MeV DWBA ZR 9538 keV Jpi=1- l=1 n=2 j=3/2"                   
@legend ON
@legend x1 0.2
@legend y1 0.8
@g0 type LOGY
@yaxis ticklabel format power
@legend string   0 "Lab energy =   21.0000"
#legend string   0 "Partition=  2 Excit=  1 near/far= 1"
#  Theta       sigma       iT11        T20         T21         T22         Kyy for projectile
   0.000       8.024    
   1.000       8.005    
   2.000       7.947    
   3.000       7.848    
   4.000       7.703    
   5.000       7.508    
   6.000       7.261    
   7.000       6.960    
   8.000       6.607    
   9.000       6.206    
   10.00       5.768    
   11.00       5.303    
   12.00       4.826    
   13.00       4.353    
   14.00       3.899    
   15.00       3.478    
   16.00       3.102    
   17.00       2.781    
   18.00       2.520    
   19.00       2.318    
   20.00       2.173    
   21.00       2.078    
   22.00       2.024    
   23.00       2.000    
   24.00       1.995    
   25.00       1.996    
   26.00       1.994    
   27.00       1.981    
   28.00       1.952    
   29.00       1.902    
   30.00       1.831    
   31.00       1.739    
   32.00       1.630    
   33.00       1.507    
   34.00       1.376    
   35.00       1.240    
   36.00       1.106    
   37.00      0.9764    
   38.00      0.8562    
   39.00      0.7476    
   40.00      0.6523    
   41.00      0.5713    
   42.00      0.5044    
   43.00      0.4508    
   44.00      0.4094    
   45.00      0.3783    
   46.00      0.3557    
   47.00      0.3397    
   48.00      0.3286    
   49.00      0.3206    
   50.00      0.3144    
   51.00      0.3089    
   52.00      0.3034    
   53.00      0.2972    
   54.00      0.2902    
   55.00      0.2823    
   56.00      0.2737    
   57.00      0.2644    
   58.00      0.2548    
   59.00      0.2453    
   60.00      0.2360    
   61.00      0.2272    
   62.00      0.2190    
   63.00      0.2116    
   64.00      0.2050    
   65.00      0.1991    
   66.00      0.1938    
   67.00      0.1890    
   68.00      0.1846    
   69.00      0.1803    
   70.00      0.1761    
   71.00      0.1717    
   72.00      0.1671    
   73.00      0.1620    
   74.00      0.1565    
   75.00      0.1506    
   76.00      0.1442    
   77.00      0.1373    
   78.00      0.1301    
   79.00      0.1227    
   80.00      0.1150    
 END
