#  81 angles,  1 tensor ranks for 0=projectile
@subtitle   "39K(3He,d)40Ca 21 MeV DWBA ZR 6285 keV Jpi=3- l=3 n=2 j=7/2"                   
@legend ON
@legend x1 0.2
@legend y1 0.8
@g0 type LOGY
@yaxis ticklabel format power
@legend string   0 "Lab energy =   21.0000"
#legend string   0 "Partition=  2 Excit=  1 near/far= 1"
#  Theta       sigma       iT11        T20         T21         T22         Kyy for projectile
   0.000       6.350    
   1.000       6.370    
   2.000       6.430    
   3.000       6.529    
   4.000       6.666    
   5.000       6.837    
   6.000       7.040    
   7.000       7.274    
   8.000       7.535    
   9.000       7.821    
   10.00       8.125    
   11.00       8.443    
   12.00       8.765    
   13.00       9.080    
   14.00       9.373    
   15.00       9.628    
   16.00       9.827    
   17.00       9.953    
   18.00       9.990    
   19.00       9.927    
   20.00       9.753    
   21.00       9.468    
   22.00       9.074    
   23.00       8.579    
   24.00       7.998    
   25.00       7.348    
   26.00       6.651    
   27.00       5.931    
   28.00       5.211    
   29.00       4.515    
   30.00       3.863    
   31.00       3.272    
   32.00       2.756    
   33.00       2.322    
   34.00       1.972    
   35.00       1.705    
   36.00       1.514    
   37.00       1.389    
   38.00       1.318    
   39.00       1.289    
   40.00       1.287    
   41.00       1.302    
   42.00       1.322    
   43.00       1.338    
   44.00       1.343    
   45.00       1.332    
   46.00       1.304    
   47.00       1.256    
   48.00       1.192    
   49.00       1.113    
   50.00       1.023    
   51.00      0.9265    
   52.00      0.8282    
   53.00      0.7320    
   54.00      0.6418    
   55.00      0.5604    
   56.00      0.4901    
   57.00      0.4318    
   58.00      0.3861    
   59.00      0.3523    
   60.00      0.3294    
   61.00      0.3159    
   62.00      0.3098    
   63.00      0.3092    
   64.00      0.3120    
   65.00      0.3163    
   66.00      0.3205    
   67.00      0.3233    
   68.00      0.3236    
   69.00      0.3207    
   70.00      0.3145    
   71.00      0.3048    
   72.00      0.2920    
   73.00      0.2765    
   74.00      0.2592    
   75.00      0.2405    
   76.00      0.2215    
   77.00      0.2027    
   78.00      0.1849    
   79.00      0.1685    
   80.00      0.1541    
 END
