#  81 angles,  1 tensor ranks for 0=projectile
@subtitle   "39K(3He,d)40Ca 21 MeV DWBA ZR 6750 keV Jpi=2- l=3 n=2 j=5/2"                   
@legend ON
@legend x1 0.2
@legend y1 0.8
@g0 type LOGY
@yaxis ticklabel format power
@legend string   0 "Lab energy =   21.0000"
#legend string   0 "Partition=  2 Excit=  1 near/far= 1"
#  Theta       sigma       iT11        T20         T21         T22         Kyy for projectile
   0.000       4.541    
   1.000       4.563    
   2.000       4.628    
   3.000       4.736    
   4.000       4.884    
   5.000       5.070    
   6.000       5.289    
   7.000       5.538    
   8.000       5.812    
   9.000       6.105    
   10.00       6.411    
   11.00       6.721    
   12.00       7.024    
   13.00       7.309    
   14.00       7.561    
   15.00       7.768    
   16.00       7.915    
   17.00       7.989    
   18.00       7.981    
   19.00       7.884    
   20.00       7.694    
   21.00       7.414    
   22.00       7.050    
   23.00       6.610    
   24.00       6.109    
   25.00       5.562    
   26.00       4.987    
   27.00       4.402    
   28.00       3.827    
   29.00       3.278    
   30.00       2.771    
   31.00       2.318    
   32.00       1.928    
   33.00       1.605    
   34.00       1.350    
   35.00       1.161    
   36.00       1.032    
   37.00      0.9548    
   38.00      0.9191    
   39.00      0.9150    
   40.00      0.9321    
   41.00      0.9609    
   42.00      0.9929    
   43.00       1.021    
   44.00       1.040    
   45.00       1.046    
   46.00       1.036    
   47.00       1.011    
   48.00      0.9715    
   49.00      0.9186    
   50.00      0.8555    
   51.00      0.7851    
   52.00      0.7110    
   53.00      0.6363    
   54.00      0.5640    
   55.00      0.4966    
   56.00      0.4357    
   57.00      0.3828    
   58.00      0.3382    
   59.00      0.3019    
   60.00      0.2736    
   61.00      0.2522    
   62.00      0.2367    
   63.00      0.2260    
   64.00      0.2187    
   65.00      0.2136    
   66.00      0.2098    
   67.00      0.2062    
   68.00      0.2022    
   69.00      0.1973    
   70.00      0.1913    
   71.00      0.1841    
   72.00      0.1757    
   73.00      0.1665    
   74.00      0.1567    
   75.00      0.1466    
   76.00      0.1367    
   77.00      0.1273    
   78.00      0.1188    
   79.00      0.1113    
   80.00      0.1050    
 END
