#  81 angles,  1 tensor ranks for 0=projectile
@subtitle   "39K(3He,d)40Ca 21 MeV DWBA ZR 8359 keV Jpi=2- l=1 n=3 j=1/2"                   
@legend ON
@legend x1 0.2
@legend y1 0.8
@g0 type LOGY
@yaxis ticklabel format power
@legend string   0 "Lab energy =   21.0000"
#legend string   0 "Partition=  2 Excit=  1 near/far= 1"
#  Theta       sigma       iT11        T20         T21         T22         Kyy for projectile
   0.000       48.46    
   1.000       48.37    
   2.000       48.08    
   3.000       47.56    
   4.000       46.77    
   5.000       45.65    
   6.000       44.16    
   7.000       42.27    
   8.000       39.97    
   9.000       37.28    
   10.00       34.26    
   11.00       30.97    
   12.00       27.54    
   13.00       24.07    
   14.00       20.70    
   15.00       17.55    
   16.00       14.72    
   17.00       12.29    
   18.00       10.30    
   19.00       8.775    
   20.00       7.688    
   21.00       6.995    
   22.00       6.627    
   23.00       6.507    
   24.00       6.550    
   25.00       6.678    
   26.00       6.821    
   27.00       6.921    
   28.00       6.940    
   29.00       6.853    
   30.00       6.652    
   31.00       6.341    
   32.00       5.935    
   33.00       5.458    
   34.00       4.937    
   35.00       4.399    
   36.00       3.871    
   37.00       3.374    
   38.00       2.925    
   39.00       2.537    
   40.00       2.213    
   41.00       1.955    
   42.00       1.759    
   43.00       1.616    
   44.00       1.518    
   45.00       1.453    
   46.00       1.413    
   47.00       1.387    
   48.00       1.366    
   49.00       1.344    
   50.00       1.317    
   51.00       1.282    
   52.00       1.237    
   53.00       1.183    
   54.00       1.123    
   55.00       1.058    
   56.00      0.9905    
   57.00      0.9240    
   58.00      0.8605    
   59.00      0.8020    
   60.00      0.7499    
   61.00      0.7050    
   62.00      0.6674    
   63.00      0.6368    
   64.00      0.6123    
   65.00      0.5927    
   66.00      0.5766    
   67.00      0.5624    
   68.00      0.5488    
   69.00      0.5342    
   70.00      0.5178    
   71.00      0.4987    
   72.00      0.4765    
   73.00      0.4511    
   74.00      0.4227    
   75.00      0.3916    
   76.00      0.3586    
   77.00      0.3244    
   78.00      0.2897    
   79.00      0.2556    
   80.00      0.2228    
 END
