#  81 angles,  1 tensor ranks for 0=projectile
@subtitle   "39K(3He,d)40Ca 21 MeV DWBA ZR 8359 keV Jpi=2- l=3 n=1 j=7/2"                   
@legend ON
@legend x1 0.2
@legend y1 0.8
@g0 type LOGY
@yaxis ticklabel format power
@legend string   0 "Lab energy =   21.0000"
#legend string   0 "Partition=  2 Excit=  1 near/far= 1"
#  Theta       sigma       iT11        T20         T21         T22         Kyy for projectile
   0.000       3.583    
   1.000       3.588    
   2.000       3.602    
   3.000       3.625    
   4.000       3.656    
   5.000       3.694    
   6.000       3.739    
   7.000       3.787    
   8.000       3.837    
   9.000       3.887    
   10.00       3.934    
   11.00       3.974    
   12.00       4.004    
   13.00       4.021    
   14.00       4.022    
   15.00       4.004    
   16.00       3.964    
   17.00       3.899    
   18.00       3.810    
   19.00       3.694    
   20.00       3.553    
   21.00       3.388    
   22.00       3.202    
   23.00       2.998    
   24.00       2.780    
   25.00       2.554    
   26.00       2.323    
   27.00       2.095    
   28.00       1.873    
   29.00       1.662    
   30.00       1.466    
   31.00       1.289    
   32.00       1.132    
   33.00      0.9970    
   34.00      0.8836    
   35.00      0.7912    
   36.00      0.7183    
   37.00      0.6625    
   38.00      0.6214    
   39.00      0.5920    
   40.00      0.5716    
   41.00      0.5572    
   42.00      0.5464    
   43.00      0.5367    
   44.00      0.5265    
   45.00      0.5144    
   46.00      0.4993    
   47.00      0.4808    
   48.00      0.4588    
   49.00      0.4336    
   50.00      0.4058    
   51.00      0.3760    
   52.00      0.3451    
   53.00      0.3139    
   54.00      0.2833    
   55.00      0.2539    
   56.00      0.2263    
   57.00      0.2011    
   58.00      0.1785    
   59.00      0.1588    
   60.00      0.1418    
   61.00      0.1276    
   62.00      0.1159    
   63.00      0.1064    
   64.00      0.9888E-01
   65.00      0.9288E-01
   66.00      0.8810E-01
   67.00      0.8419E-01
   68.00      0.8087E-01
   69.00      0.7788E-01
   70.00      0.7505E-01
   71.00      0.7224E-01
   72.00      0.6940E-01
   73.00      0.6649E-01
   74.00      0.6355E-01
   75.00      0.6063E-01
   76.00      0.5779E-01
   77.00      0.5510E-01
   78.00      0.5264E-01
   79.00      0.5047E-01
   80.00      0.4863E-01
 END
