#  81 angles,  1 tensor ranks for 0=projectile
@subtitle   "39K(3He,d)40Ca 21 MeV DWBA ZR 8484 keV Jpi=1- l=1 n=2 j=1/2"                   
@legend ON
@legend x1 0.2
@legend y1 0.8
@g0 type LOGY
@yaxis ticklabel format power
@legend string   0 "Lab energy =   21.0000"
#legend string   0 "Partition=  2 Excit=  1 near/far= 1"
#  Theta       sigma       iT11        T20         T21         T22         Kyy for projectile
   0.000       15.66    
   1.000       15.63    
   2.000       15.54    
   3.000       15.36    
   4.000       15.09    
   5.000       14.72    
   6.000       14.22    
   7.000       13.59    
   8.000       12.83    
   9.000       11.96    
   10.00       10.98    
   11.00       9.930    
   12.00       8.846    
   13.00       7.766    
   14.00       6.729    
   15.00       5.772    
   16.00       4.926    
   17.00       4.214    
   18.00       3.647    
   19.00       3.230    
   20.00       2.953    
   21.00       2.800    
   22.00       2.749    
   23.00       2.771    
   24.00       2.837    
   25.00       2.920    
   26.00       2.997    
   27.00       3.047    
   28.00       3.059    
   29.00       3.024    
   30.00       2.940    
   31.00       2.811    
   32.00       2.641    
   33.00       2.441    
   34.00       2.219    
   35.00       1.986    
   36.00       1.752    
   37.00       1.526    
   38.00       1.314    
   39.00       1.122    
   40.00      0.9530    
   41.00      0.8082    
   42.00      0.6873    
   43.00      0.5889    
   44.00      0.5104    
   45.00      0.4490    
   46.00      0.4016    
   47.00      0.3654    
   48.00      0.3376    
   49.00      0.3161    
   50.00      0.2991    
   51.00      0.2854    
   52.00      0.2742    
   53.00      0.2649    
   54.00      0.2576    
   55.00      0.2522    
   56.00      0.2490    
   57.00      0.2480    
   58.00      0.2493    
   59.00      0.2530    
   60.00      0.2588    
   61.00      0.2663    
   62.00      0.2750    
   63.00      0.2842    
   64.00      0.2933    
   65.00      0.3016    
   66.00      0.3083    
   67.00      0.3130    
   68.00      0.3151    
   69.00      0.3142    
   70.00      0.3101    
   71.00      0.3026    
   72.00      0.2919    
   73.00      0.2781    
   74.00      0.2616    
   75.00      0.2429    
   76.00      0.2224    
   77.00      0.2008    
   78.00      0.1788    
   79.00      0.1569    
   80.00      0.1358    
 END
