#  81 angles,  1 tensor ranks for 0=projectile
@subtitle   "39K(3He,d)40Ca 21 MeV DWBA ZR 9092 keV Jpi=3- l=3 n=1 j=5/2"                   
@legend ON
@legend x1 0.2
@legend y1 0.8
@g0 type LOGY
@yaxis ticklabel format power
@legend string   0 "Lab energy =   21.0000"
#legend string   0 "Partition=  2 Excit=  1 near/far= 1"
#  Theta       sigma       iT11        T20         T21         T22         Kyy for projectile
   0.000       4.215    
   1.000       4.223    
   2.000       4.246    
   3.000       4.285    
   4.000       4.338    
   5.000       4.402    
   6.000       4.476    
   7.000       4.556    
   8.000       4.638    
   9.000       4.717    
   10.00       4.788    
   11.00       4.847    
   12.00       4.890    
   13.00       4.912    
   14.00       4.910    
   15.00       4.880    
   16.00       4.822    
   17.00       4.732    
   18.00       4.609    
   19.00       4.455    
   20.00       4.271    
   21.00       4.059    
   22.00       3.823    
   23.00       3.568    
   24.00       3.300    
   25.00       3.024    
   26.00       2.747    
   27.00       2.475    
   28.00       2.212    
   29.00       1.965    
   30.00       1.737    
   31.00       1.532    
   32.00       1.351    
   33.00       1.197    
   34.00       1.069    
   35.00      0.9651    
   36.00      0.8846    
   37.00      0.8244    
   38.00      0.7814    
   39.00      0.7523    
   40.00      0.7335    
   41.00      0.7218    
   42.00      0.7141    
   43.00      0.7076    
   44.00      0.7002    
   45.00      0.6900    
   46.00      0.6757    
   47.00      0.6567    
   48.00      0.6327    
   49.00      0.6039    
   50.00      0.5708    
   51.00      0.5343    
   52.00      0.4954    
   53.00      0.4552    
   54.00      0.4147    
   55.00      0.3750    
   56.00      0.3370    
   57.00      0.3013    
   58.00      0.2685    
   59.00      0.2390    
   60.00      0.2130    
   61.00      0.1904    
   62.00      0.1712    
   63.00      0.1551    
   64.00      0.1420    
   65.00      0.1313    
   66.00      0.1228    
   67.00      0.1161    
   68.00      0.1106    
   69.00      0.1062    
   70.00      0.1025    
   71.00      0.9915E-01
   72.00      0.9609E-01
   73.00      0.9317E-01
   74.00      0.9030E-01
   75.00      0.8747E-01
   76.00      0.8467E-01
   77.00      0.8192E-01
   78.00      0.7924E-01
   79.00      0.7666E-01
   80.00      0.7421E-01
 END
