#  81 angles,  1 tensor ranks for 0=projectile
@subtitle   "39K(3He,d)40Ca 21 MeV DWBA ZR 8484 keV Jpi=1- l=3 n=2 j=5/2"                   
@legend ON
@legend x1 0.2
@legend y1 0.8
@g0 type LOGY
@yaxis ticklabel format power
@legend string   0 "Lab energy =   21.0000"
#legend string   0 "Partition=  2 Excit=  1 near/far= 1"
#  Theta       sigma       iT11        T20         T21         T22         Kyy for projectile
   0.000       4.951    
   1.000       4.965    
   2.000       5.007    
   3.000       5.075    
   4.000       5.168    
   5.000       5.281    
   6.000       5.410    
   7.000       5.550    
   8.000       5.693    
   9.000       5.833    
   10.00       5.963    
   11.00       6.074    
   12.00       6.160    
   13.00       6.216    
   14.00       6.235    
   15.00       6.213    
   16.00       6.146    
   17.00       6.032    
   18.00       5.869    
   19.00       5.660    
   20.00       5.406    
   21.00       5.113    
   22.00       4.786    
   23.00       4.433    
   24.00       4.063    
   25.00       3.683    
   26.00       3.305    
   27.00       2.935    
   28.00       2.582    
   29.00       2.253    
   30.00       1.953    
   31.00       1.688    
   32.00       1.459    
   33.00       1.267    
   34.00       1.112    
   35.00      0.9920    
   36.00      0.9028    
   37.00      0.8405    
   38.00      0.8004    
   39.00      0.7775    
   40.00      0.7667    
   41.00      0.7634    
   42.00      0.7634    
   43.00      0.7632    
   44.00      0.7599    
   45.00      0.7513    
   46.00      0.7362    
   47.00      0.7139    
   48.00      0.6846    
   49.00      0.6488    
   50.00      0.6076    
   51.00      0.5626    
   52.00      0.5151    
   53.00      0.4668    
   54.00      0.4191    
   55.00      0.3734    
   56.00      0.3306    
   57.00      0.2915    
   58.00      0.2567    
   59.00      0.2264    
   60.00      0.2008    
   61.00      0.1795    
   62.00      0.1622    
   63.00      0.1486    
   64.00      0.1380    
   65.00      0.1299    
   66.00      0.1235    
   67.00      0.1185    
   68.00      0.1143    
   69.00      0.1105    
   70.00      0.1067    
   71.00      0.1029    
   72.00      0.9892E-01
   73.00      0.9467E-01
   74.00      0.9022E-01
   75.00      0.8562E-01
   76.00      0.8100E-01
   77.00      0.7647E-01
   78.00      0.7216E-01
   79.00      0.6821E-01
   80.00      0.6471E-01
 END
