#  81 angles,  1 tensor ranks for 0=projectile
@subtitle   "39K(3He,d)40Ca 21 MeV DWBA ZR 8359 keV Jpi=0- l=1 n=2 j=3/2"                   
@legend ON
@legend x1 0.2
@legend y1 0.8
@g0 type LOGY
@yaxis ticklabel format power
@legend string   0 "Lab energy =   21.0000"
#legend string   0 "Partition=  2 Excit=  1 near/far= 1"
#  Theta       sigma       iT11        T20         T21         T22         Kyy for projectile
   0.000       4.893    
   1.000       4.889    
   2.000       4.878    
   3.000       4.855    
   4.000       4.813    
   5.000       4.745    
   6.000       4.644    
   7.000       4.504    
   8.000       4.319    
   9.000       4.091    
   10.00       3.821    
   11.00       3.517    
   12.00       3.188    
   13.00       2.849    
   14.00       2.512    
   15.00       2.191    
   16.00       1.899    
   17.00       1.645    
   18.00       1.434    
   19.00       1.270    
   20.00       1.150    
   21.00       1.070    
   22.00       1.023    
   23.00       1.002    
   24.00      0.9967    
   25.00      0.9998    
   26.00       1.003    
   27.00       1.001    
   28.00      0.9891    
   29.00      0.9642    
   30.00      0.9257    
   31.00      0.8744    
   32.00      0.8123    
   33.00      0.7422    
   34.00      0.6676    
   35.00      0.5917    
   36.00      0.5177    
   37.00      0.4483    
   38.00      0.3856    
   39.00      0.3310    
   40.00      0.2851    
   41.00      0.2482    
   42.00      0.2197    
   43.00      0.1988    
   44.00      0.1843    
   45.00      0.1749    
   46.00      0.1691    
   47.00      0.1658    
   48.00      0.1637    
   49.00      0.1621    
   50.00      0.1601    
   51.00      0.1573    
   52.00      0.1536    
   53.00      0.1488    
   54.00      0.1429    
   55.00      0.1363    
   56.00      0.1292    
   57.00      0.1219    
   58.00      0.1147    
   59.00      0.1079    
   60.00      0.1016    
   61.00      0.9614E-01
   62.00      0.9147E-01
   63.00      0.8763E-01
   64.00      0.8458E-01
   65.00      0.8224E-01
   66.00      0.8048E-01
   67.00      0.7915E-01
   68.00      0.7810E-01
   69.00      0.7717E-01
   70.00      0.7621E-01
   71.00      0.7510E-01
   72.00      0.7373E-01
   73.00      0.7202E-01
   74.00      0.6993E-01
   75.00      0.6746E-01
   76.00      0.6463E-01
   77.00      0.6147E-01
   78.00      0.5804E-01
   79.00      0.5443E-01
   80.00      0.5070E-01
 END
