#  81 angles,  1 tensor ranks for 0=projectile
@subtitle   "39K(3He,d)40Ca 21 MeV DWBA ZR 7658 keV Jpi=4- l=3 n=2 j=7/2"                   
@legend ON
@legend x1 0.2
@legend y1 0.8
@g0 type LOGY
@yaxis ticklabel format power
@legend string   0 "Lab energy =   21.0000"
#legend string   0 "Partition=  2 Excit=  1 near/far= 1"
#  Theta       sigma       iT11        T20         T21         T22         Kyy for projectile
   0.000       13.81    
   1.000       13.84    
   2.000       13.94    
   3.000       14.10    
   4.000       14.31    
   5.000       14.57    
   6.000       14.87    
   7.000       15.19    
   8.000       15.53    
   9.000       15.87    
   10.00       16.19    
   11.00       16.49    
   12.00       16.75    
   13.00       16.94    
   14.00       17.06    
   15.00       17.07    
   16.00       16.98    
   17.00       16.76    
   18.00       16.41    
   19.00       15.93    
   20.00       15.32    
   21.00       14.59    
   22.00       13.76    
   23.00       12.85    
   24.00       11.86    
   25.00       10.84    
   26.00       9.794    
   27.00       8.757    
   28.00       7.750    
   29.00       6.797    
   30.00       5.918    
   31.00       5.130    
   32.00       4.443    
   33.00       3.865    
   34.00       3.394    
   35.00       3.025    
   36.00       2.749    
   37.00       2.552    
   38.00       2.420    
   39.00       2.337    
   40.00       2.288    
   41.00       2.259    
   42.00       2.238    
   43.00       2.216    
   44.00       2.185    
   45.00       2.139    
   46.00       2.073    
   47.00       1.988    
   48.00       1.884    
   49.00       1.762    
   50.00       1.626    
   51.00       1.482    
   52.00       1.333    
   53.00       1.186    
   54.00       1.045    
   55.00      0.9148    
   56.00      0.7981    
   57.00      0.6972    
   58.00      0.6129    
   59.00      0.5453    
   60.00      0.4933    
   61.00      0.4555    
   62.00      0.4298    
   63.00      0.4140    
   64.00      0.4058    
   65.00      0.4028    
   66.00      0.4028    
   67.00      0.4040    
   68.00      0.4046    
   69.00      0.4034    
   70.00      0.3994    
   71.00      0.3923    
   72.00      0.3817    
   73.00      0.3678    
   74.00      0.3512    
   75.00      0.3323    
   76.00      0.3120    
   77.00      0.2911    
   78.00      0.2703    
   79.00      0.2504    
   80.00      0.2319    
 END
