#  81 angles,  1 tensor ranks for 0=projectile
@subtitle   "39K(3He,d)40Ca 21 MeV DWBA ZR 8188 keV Jpi=5- l=3 n=2 j=7/2"                   
@legend ON
@legend x1 0.2
@legend y1 0.8
@g0 type LOGY
@yaxis ticklabel format power
@legend string   0 "Lab energy =   21.0000"
#legend string   0 "Partition=  2 Excit=  1 near/far= 1"
#  Theta       sigma       iT11        T20         T21         T22         Kyy for projectile
   0.000       20.11    
   1.000       20.15    
   2.000       20.27    
   3.000       20.47    
   4.000       20.74    
   5.000       21.06    
   6.000       21.42    
   7.000       21.80    
   8.000       22.18    
   9.000       22.54    
   10.00       22.85    
   11.00       23.10    
   12.00       23.27    
   13.00       23.33    
   14.00       23.28    
   15.00       23.10    
   16.00       22.78    
   17.00       22.31    
   18.00       21.70    
   19.00       20.93    
   20.00       20.01    
   21.00       18.96    
   22.00       17.79    
   23.00       16.52    
   24.00       15.19    
   25.00       13.83    
   26.00       12.48    
   27.00       11.16    
   28.00       9.896    
   29.00       8.721    
   30.00       7.651    
   31.00       6.697    
   32.00       5.867    
   33.00       5.164    
   34.00       4.586    
   35.00       4.127    
   36.00       3.776    
   37.00       3.519    
   38.00       3.340    
   39.00       3.219    
   40.00       3.140    
   41.00       3.084    
   42.00       3.037    
   43.00       2.986    
   44.00       2.923    
   45.00       2.842    
   46.00       2.739    
   47.00       2.615    
   48.00       2.471    
   49.00       2.309    
   50.00       2.133    
   51.00       1.949    
   52.00       1.760    
   53.00       1.573    
   54.00       1.393    
   55.00       1.225    
   56.00       1.072    
   57.00      0.9375    
   58.00      0.8226    
   59.00      0.7277    
   60.00      0.6522    
   61.00      0.5946    
   62.00      0.5526    
   63.00      0.5239    
   64.00      0.5058    
   65.00      0.4956    
   66.00      0.4907    
   67.00      0.4888    
   68.00      0.4878    
   69.00      0.4859    
   70.00      0.4818    
   71.00      0.4746    
   72.00      0.4638    
   73.00      0.4494    
   74.00      0.4316    
   75.00      0.4110    
   76.00      0.3885    
   77.00      0.3649    
   78.00      0.3411    
   79.00      0.3180    
   80.00      0.2962    
 END
