#  81 angles,  1 tensor ranks for 0=projectile
@subtitle   "39K(3He,d)40Ca 21 MeV DWBA ZR 8019 keV Jpi=1- l=3 n=1 j=5/2"                   
@legend ON
@legend x1 0.2
@legend y1 0.8
@g0 type LOGY
@yaxis ticklabel format power
@legend string   0 "Lab energy =   21.0000"
#legend string   0 "Partition=  2 Excit=  1 near/far= 1"
#  Theta       sigma       iT11        T20         T21         T22         Kyy for projectile
   0.000       1.659    
   1.000       1.662    
   2.000       1.669    
   3.000       1.681    
   4.000       1.697    
   5.000       1.719    
   6.000       1.745    
   7.000       1.776    
   8.000       1.810    
   9.000       1.847    
   10.00       1.885    
   11.00       1.923    
   12.00       1.959    
   13.00       1.989    
   14.00       2.011    
   15.00       2.023    
   16.00       2.022    
   17.00       2.005    
   18.00       1.972    
   19.00       1.922    
   20.00       1.853    
   21.00       1.768    
   22.00       1.667    
   23.00       1.553    
   24.00       1.429    
   25.00       1.298    
   26.00       1.164    
   27.00       1.031    
   28.00      0.9011    
   29.00      0.7786    
   30.00      0.6659    
   31.00      0.5650    
   32.00      0.4772    
   33.00      0.4032    
   34.00      0.3429    
   35.00      0.2958    
   36.00      0.2606    
   37.00      0.2358    
   38.00      0.2196    
   39.00      0.2101    
   40.00      0.2055    
   41.00      0.2039    
   42.00      0.2038    
   43.00      0.2039    
   44.00      0.2030    
   45.00      0.2006    
   46.00      0.1961    
   47.00      0.1893    
   48.00      0.1805    
   49.00      0.1697    
   50.00      0.1576    
   51.00      0.1446    
   52.00      0.1311    
   53.00      0.1178    
   54.00      0.1051    
   55.00      0.9335E-01
   56.00      0.8281E-01
   57.00      0.7369E-01
   58.00      0.6606E-01
   59.00      0.5991E-01
   60.00      0.5517E-01
   61.00      0.5166E-01
   62.00      0.4920E-01
   63.00      0.4755E-01
   64.00      0.4648E-01
   65.00      0.4576E-01
   66.00      0.4517E-01
   67.00      0.4454E-01
   68.00      0.4374E-01
   69.00      0.4268E-01
   70.00      0.4131E-01
   71.00      0.3960E-01
   72.00      0.3757E-01
   73.00      0.3527E-01
   74.00      0.3275E-01
   75.00      0.3009E-01
   76.00      0.2737E-01
   77.00      0.2466E-01
   78.00      0.2205E-01
   79.00      0.1961E-01
   80.00      0.1737E-01
 END
