#  81 angles,  1 tensor ranks for 0=projectile
@subtitle   "39K(3He,d)40Ca 21 MeV DWBA ZR 9136 keV Jpi=3- l=3 n=2 j=7/2"                   
@legend ON
@legend x1 0.2
@legend y1 0.8
@g0 type LOGY
@yaxis ticklabel format power
@legend string   0 "Lab energy =   21.0000"
#legend string   0 "Partition=  2 Excit=  1 near/far= 1"
#  Theta       sigma       iT11        T20         T21         T22         Kyy for projectile
   0.000       12.12    
   1.000       12.13    
   2.000       12.18    
   3.000       12.25    
   4.000       12.35    
   5.000       12.47    
   6.000       12.60    
   7.000       12.73    
   8.000       12.84    
   9.000       12.94    
   10.00       13.01    
   11.00       13.03    
   12.00       13.00    
   13.00       12.92    
   14.00       12.78    
   15.00       12.56    
   16.00       12.28    
   17.00       11.93    
   18.00       11.52    
   19.00       11.03    
   20.00       10.49    
   21.00       9.898    
   22.00       9.262    
   23.00       8.597    
   24.00       7.915    
   25.00       7.230    
   26.00       6.554    
   27.00       5.901    
   28.00       5.281    
   29.00       4.704    
   30.00       4.177    
   31.00       3.707    
   32.00       3.297    
   33.00       2.947    
   34.00       2.657    
   35.00       2.422    
   36.00       2.238    
   37.00       2.098    
   38.00       1.994    
   39.00       1.918    
   40.00       1.863    
   41.00       1.820    
   42.00       1.784    
   43.00       1.749    
   44.00       1.709    
   45.00       1.663    
   46.00       1.606    
   47.00       1.539    
   48.00       1.461    
   49.00       1.374    
   50.00       1.278    
   51.00       1.177    
   52.00       1.074    
   53.00      0.9700    
   54.00      0.8688    
   55.00      0.7724    
   56.00      0.6827    
   57.00      0.6012    
   58.00      0.5291    
   59.00      0.4667    
   60.00      0.4143    
   61.00      0.3716    
   62.00      0.3378    
   63.00      0.3122    
   64.00      0.2934    
   65.00      0.2804    
   66.00      0.2716    
   67.00      0.2659    
   68.00      0.2622    
   69.00      0.2593    
   70.00      0.2564    
   71.00      0.2531    
   72.00      0.2487    
   73.00      0.2431    
   74.00      0.2361    
   75.00      0.2279    
   76.00      0.2185    
   77.00      0.2083    
   78.00      0.1975    
   79.00      0.1865    
   80.00      0.1756    
 END
