#  81 angles,  1 tensor ranks for 0=projectile
@subtitle   "39K(3He,d)40Ca 21 MeV DWBA ZR 8271 keV Jpi=3- l=3 n=2 j=7/2"                   
@legend ON
@legend x1 0.2
@legend y1 0.8
@g0 type LOGY
@yaxis ticklabel format power
@legend string   0 "Lab energy =   21.0000"
#legend string   0 "Partition=  2 Excit=  1 near/far= 1"
#  Theta       sigma       iT11        T20         T21         T22         Kyy for projectile
   0.000       13.12    
   1.000       13.15    
   2.000       13.23    
   3.000       13.36    
   4.000       13.53    
   5.000       13.73    
   6.000       13.96    
   7.000       14.20    
   8.000       14.44    
   9.000       14.66    
   10.00       14.85    
   11.00       15.00    
   12.00       15.09    
   13.00       15.11    
   14.00       15.06    
   15.00       14.92    
   16.00       14.70    
   17.00       14.38    
   18.00       13.96    
   19.00       13.45    
   20.00       12.85    
   21.00       12.16    
   22.00       11.40    
   23.00       10.59    
   24.00       9.730    
   25.00       8.857    
   26.00       7.987    
   27.00       7.142    
   28.00       6.338    
   29.00       5.590    
   30.00       4.910    
   31.00       4.304    
   32.00       3.777    
   33.00       3.330    
   34.00       2.963    
   35.00       2.670    
   36.00       2.446    
   37.00       2.281    
   38.00       2.165    
   39.00       2.086    
   40.00       2.034    
   41.00       1.995    
   42.00       1.962    
   43.00       1.927    
   44.00       1.884    
   45.00       1.830    
   46.00       1.763    
   47.00       1.683    
   48.00       1.590    
   49.00       1.486    
   50.00       1.373    
   51.00       1.255    
   52.00       1.134    
   53.00       1.014    
   54.00      0.8987    
   55.00      0.7906    
   56.00      0.6921    
   57.00      0.6053    
   58.00      0.5309    
   59.00      0.4694    
   60.00      0.4203    
   61.00      0.3825    
   62.00      0.3548    
   63.00      0.3356    
   64.00      0.3233    
   65.00      0.3161    
   66.00      0.3124    
   67.00      0.3108    
   68.00      0.3099    
   69.00      0.3086    
   70.00      0.3059    
   71.00      0.3014    
   72.00      0.2947    
   73.00      0.2858    
   74.00      0.2747    
   75.00      0.2619    
   76.00      0.2478    
   77.00      0.2330    
   78.00      0.2181    
   79.00      0.2035    
   80.00      0.1897    
 END
