#  81 angles,  1 tensor ranks for 0=projectile
@subtitle   "39K(3He,d)40Ca 21 MeV DWBA ZR 8484 keV Jpi=3- l=1 n=2 j=3/2"                   
@legend ON
@legend x1 0.2
@legend y1 0.8
@g0 type LOGY
@yaxis ticklabel format power
@legend string   0 "Lab energy =   21.0000"
#legend string   0 "Partition=  2 Excit=  1 near/far= 1"
#  Theta       sigma       iT11        T20         T21         T22         Kyy for projectile
   0.000       32.24    
   1.000       32.22    
   2.000       32.15    
   3.000       32.00    
   4.000       31.71    
   5.000       31.24    
   6.000       30.54    
   7.000       29.57    
   8.000       28.31    
   9.000       26.76    
   10.00       24.96    
   11.00       22.96    
   12.00       20.82    
   13.00       18.63    
   14.00       16.46    
   15.00       14.40    
   16.00       12.52    
   17.00       10.89    
   18.00       9.527    
   19.00       8.464    
   20.00       7.688    
   21.00       7.173    
   22.00       6.874    
   23.00       6.738    
   24.00       6.707    
   25.00       6.725    
   26.00       6.744    
   27.00       6.724    
   28.00       6.637    
   29.00       6.467    
   30.00       6.209    
   31.00       5.869    
   32.00       5.458    
   33.00       4.996    
   34.00       4.502    
   35.00       3.998    
   36.00       3.506    
   37.00       3.043    
   38.00       2.623    
   39.00       2.256    
   40.00       1.946    
   41.00       1.695    
   42.00       1.499    
   43.00       1.354    
   44.00       1.251    
   45.00       1.182    
   46.00       1.139    
   47.00       1.113    
   48.00       1.097    
   49.00       1.085    
   50.00       1.072    
   51.00       1.054    
   52.00       1.030    
   53.00      0.9986    
   54.00      0.9613    
   55.00      0.9190    
   56.00      0.8732    
   57.00      0.8261    
   58.00      0.7793    
   59.00      0.7348    
   60.00      0.6938    
   61.00      0.6574    
   62.00      0.6262    
   63.00      0.6003    
   64.00      0.5794    
   65.00      0.5632    
   66.00      0.5506    
   67.00      0.5409    
   68.00      0.5331    
   69.00      0.5260    
   70.00      0.5187    
   71.00      0.5106    
   72.00      0.5008    
   73.00      0.4890    
   74.00      0.4747    
   75.00      0.4580    
   76.00      0.4389    
   77.00      0.4177    
   78.00      0.3947    
   79.00      0.3704    
   80.00      0.3452    
 END
